Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
0,2270,0-2270,O2Sat,98.0222244,0-3199,0-3200,0-3200,10.2906733,4.38680458,
0,2271,0-2271,HR,86.0,0-3201,0-3202,0-3202,5.98029184,2.63680458,
0,2272,0-2272,Leaf,,,,,-0.193043485,27.75,
0,2273,0-2273,FiO2,0.522037029,0-3203,0-3204,0-3204,21.0421314,31.6888714,
0,2274,0-2274,HospAdmTime,-0.209999993,0-3205,0-3206,0-3206,24.5378761,16.7736092,
0,2275,0-2275,Leaf,,,,,0.0614384823,1.88680446,
0,2276,0-2276,Leaf,,,,,0.17815201,12.7312403,
0,2277,0-2277,Hgb,10.0198669,0-3207,0-3208,0-3208,20.8592644,11.0708265,
0,2278,0-2278,Leaf,,,,,-0.174999997,7.0,
0,2279,0-2279,ICULOS,10.0,0-3209,0-3210,0-3210,6.80991173,2.88680458,
0,2280,0-2280,Chloride,105.092712,0-3211,0-3212,0-3212,5.79426575,60.6985703,
0,2281,0-2281,HR,88.1279068,0-3213,0-3214,0-3214,26.0640678,24.5472183,
0,2282,0-2282,Leaf,,,,,0.161243424,4.16041327,
0,2283,0-2283,ICULOS,9.0,0-3215,0-3216,0-3216,3.80229187,17.2548485,
0,2284,0-2284,FiO2,0.449999988,0-3217,0-3218,0-3218,11.7462854,5.38680458,
0,2285,0-2285,Leaf,,,,,0.116205953,1.38680446,
0,2286,0-2286,Leaf,,,,,-0.100000001,1.0,
0,2287,0-2287,Leaf,,,,,0.186217263,49.7881546,
0,2288,0-2288,Phosphate,3.87554669,0-3219,0-3220,0-3220,15.0476341,16.6180439,
0,2289,0-2289,Leaf,,,,,0.0406021141,2.13680458,
0,2290,0-2290,SBP,121.0,0-3221,0-3222,0-3222,0.0471944809,6.04721785,
0,2291,0-2291,HospAdmTime,-110.160004,0-3223,0-3224,0-3224,36.6494064,32.0048485,
0,2292,0-2292,SaO2,91.2452469,0-3225,0-3226,0-3226,11.8466187,219.71376,
0,2293,0-2293,DBP,54.6128616,0-3227,0-3228,0-3228,20.8549232,24.9340229,
0,2294,0-2294,BUN,24.7296982,0-3229,0-3230,0-3230,14.0594187,30.8020668,
0,2295,0-2295,SBP,112.888885,0-3231,0-3232,0-3232,10.6046343,8.41041374,
0,2296,0-2296,TroponinI,13.3000002,0-3233,0-3234,0-3234,13.0108185,106.665901,
0,2297,0-2297,Leaf,,,,,-0.146666676,2.75,
0,2298,0-2298,Hct,28.6638699,0-3235,0-3236,0-3236,9.51946259,62.1985703,
0,2299,0-2299,Leaf,,,,,-0.190123469,19.25,
0,2300,0-2300,Leaf,,,,,0.0614384823,1.88680446,
0,2301,0-2301,SaO2,95.90802,0-3237,0-3238,0-3238,13.2898426,11.1368046,
0,2302,0-2302,MAP,63.0,0-3239,0-3240,0-3240,18.9240112,38.4388733,
0,2303,0-2303,Leaf,,,,,-0.111111119,1.25,
0,2304,0-2304,Chloride,94.0,0-3241,0-3242,0-3242,0.729263306,30.6228943,
0,2305,0-2305,Chloride,92.5,0-3243,0-3244,0-3244,13.6445007,7.38680458,
0,2306,0-2306,ICULOS,6.0,0-3245,0-3246,0-3246,28.9064941,314.478302,
0,2307,0-2307,Leaf,,,,,0.167690217,20.6652622,
0,2308,0-2308,Leaf,,,,,0.0614384823,1.88680446,
0,2309,0-2309,Leaf,,,,,-0.138461545,2.25,
0,2310,0-2310,Leaf,,,,,0.144551381,4.41041327,
0,2311,0-2311,BUN,16.5934868,0-3247,0-3248,0-3248,21.0140438,146.882599,
0,2312,0-2312,Creatinine,1.0,0-3249,0-3250,0-3250,14.9541025,21.2548485,
0,2313,0-2313,DBP,72.1529922,0-3251,0-3252,0-3252,8.43515778,24.1652622,
0,2314,0-2314,Leaf,,,,,-0.127272725,1.75,
0,2315,0-2315,HR,50.0,0-3253,0-3254,0-3254,10.8088379,27.9624805,
0,2316,0-2316,Leaf,,,,,-0.127272725,1.75,
0,2317,0-2317,HR,67.8333359,0-3255,0-3256,0-3256,15.8309097,31.4388714,
0,2318,0-2318,Leaf,,,,,-0.146666676,2.75,
0,2319,0-2319,HospAdmTime,-40.8199997,0-3257,0-3258,0-3258,11.5072365,21.7736092,
0,2320,0-2320,Leaf,,,,,0.116205953,1.38680446,
0,2321,0-2321,ICULOS,4.0,0-3259,0-3260,0-3260,2.22944641,67.6562042,
0,2322,0-2322,HospAdmTime,-0.0599999987,0-3261,0-3262,0-3262,16.9123421,30.825676,
0,2323,0-2323,Leaf,,,,,-0.13333334,2.0,
0,2324,0-2324,Leaf,,,,,0.116205953,1.38680446,
0,2325,0-2325,Leaf,,,,,-0.100000001,1.0,
0,2326,0-2326,SOFA,5.0,0-3263,0-3264,0-3264,4.36068726,124.854767,
0,2327,0-2327,Leaf,,,,,0.116205953,1.38680446,
0,2328,0-2328,Leaf,,,,,-0.152941182,3.25,
0,2329,0-2329,HospAdmTime,-98.2099991,0-3265,0-3266,0-3266,20.1594543,480.521942,
0,2330,0-2330,O2Sat,88.0,0-3267,0-3268,0-3268,11.3191528,217.647781,
0,2331,0-2331,Leaf,,,,,0.0406021141,2.13680458,
0,2332,0-2332,Leaf,,,,,0.147000343,2.77360892,
0,2333,0-2333,Leaf,,,,,0.0406021141,2.13680458,
0,2334,0-2334,Creatinine,0.5,0-3269,0-3270,0-3270,1.07688141,24.075676,
0,2335,0-2335,O2Sat,96.6176453,0-3271,0-3272,0-3272,8.02371883,4.77360916,
0,2336,0-2336,HR,101.35714,0-3273,0-3274,0-3274,1.38512421,25.4388714,
0,2337,0-2337,O2Sat,95.1363602,0-3275,0-3276,0-3276,0.800064087,4.91041327,
0,2338,0-2338,HR,94.5,0-3277,0-3278,0-3278,26.3166103,12.5236092,
0,2339,0-2339,Leaf,,,,,-0.111111119,1.25,
0,2340,0-2340,MAP,69.5,0-3279,0-3280,0-3280,2.15012741,15.6180449,
0,2341,0-2341,Leaf,,,,,0.116205953,1.38680446,
0,2342,0-2342,Leaf,,,,,-0.127272725,1.75,
0,2343,0-2343,HR,109.5,0-3281,0-3282,0-3282,9.95810127,22.1416531,
0,2344,0-2344,ICULOS,13.0,0-3283,0-3284,0-3284,10.3873367,47.3541336,
0,2345,0-2345,O2Sat,91.5,0-3285,0-3286,0-3286,5.04639196,2.38680458,
0,2346,0-2346,Leaf,,,,,0.116205953,1.38680446,
0,2347,0-2347,Leaf,,,,,0.0614384823,1.88680446,
0,2348,0-2348,Leaf,,,,,0.169452682,5.54721785,
0,2349,0-2349,O2Sat,98.1500015,0-3287,0-3288,0-3288,17.4659615,20.8680439,
0,2350,0-2350,DBP,53.4920998,0-3289,0-3290,0-3290,5.73381424,7.63680458,
0,2351,0-2351,Leaf,,,,,0.0614384823,1.88680446,
0,2352,0-2352,Leaf,,,,,-0.186206907,13.5,
0,2353,0-2353,SaO2,89.9621048,0-3291,0-3292,0-3292,10.8002167,32.6228943,
0,2354,0-2354,O2Sat,98.5263138,0-3293,0-3294,0-3294,25.6069622,25.7548485,
0,2355,0-2355,HospAdmTime,-0.0799999982,0-3295,0-3296,0-3296,2.61820507,8.18402195,
0,2356,0-2356,Leaf,,,,,-0.155555561,3.5,
0,2357,0-2357,HospAdmTime,-133.720001,0-3297,0-3298,0-3298,3.44971466,45.3305244,
0,2358,0-2358,HCO3,23.1281414,0-3299,0-3300,0-3300,16.433136,9.04721832,
0,2359,0-2359,Leaf,,,,,0.116205953,1.38680446,
0,2360,0-2360,O2Sat,94.578949,0-3301,0-3302,0-3302,5.04639196,2.38680458,
0,2361,0-2361,Leaf,,,,,-0.152941182,3.25,
0,2362,0-2362,HR,96.1142883,0-3303,0-3304,0-3304,0.763905525,3.77360892,
0,2363,0-2363,HospAdmTime,-80.3499985,0-3305,0-3306,0-3306,36.6508179,346.535217,
0,2364,0-2364,Hgb,10.0719538,0-3307,0-3308,0-3308,57.6587067,125.147141,
0,2365,0-2365,Leaf,,,,,-0.166666672,5.0,
0,2366,0-2366,HR,95.2857132,0-3309,0-3310,0-3310,0.800064087,4.91041327,
0,2367,0-2367,Leaf,,,,,0.178632289,31.7596989,
0,2368,0-2368,Leaf,,,,,-0.111111119,1.25,
0,2369,0-2369,HospAdmTime,-202.520004,0-3311,0-3312,0-3312,24.7169933,24.2312393,
0,2370,0-2370,HospAdmTime,-183.610001,0-3313,0-3314,0-3314,27.2885361,40.3965034,
0,2371,0-2371,Leaf,,,,,0.0614384823,1.88680446,
0,2372,0-2372,MAP,76.3300018,0-3315,0-3316,0-3316,5.01742554,32.6368027,
0,2373,0-2373,Leaf,,,,,-0.169230774,5.5,
0,2374,0-2374,HR,114.5,0-3317,0-3318,0-3318,5.46628189,8.54721832,
0,2375,0-2375,Leaf,,,,,0.144551381,4.41041327,
0,2376,0-2376,Leaf,,,,,-0.100000001,1.0,
0,2377,0-2377,HospAdmTime,-21.9099998,0-3319,0-3320,0-3320,8.93516827,10.6840219,
0,2378,0-2378,pH,7.35155439,0-3321,0-3322,0-3322,4.09543228,26.1888714,
0,2379,0-2379,HospAdmTime,-263.470001,0-3323,0-3324,0-3324,14.4794617,68.1325912,
0,2380,0-2380,AST,36.4193535,0-3325,0-3326,0-3326,13.0303259,17.0944366,
0,2381,0-2381,Leaf,,,,,0.161243424,4.16041327,
0,2382,0-2382,Leaf,,,,,0.0406021141,2.13680458,
0,2383,0-2383,Leaf,,,,,-0.191489369,22.5,
0,2384,0-2384,O2Sat,98.3684235,0-3327,0-3328,0-3328,16.7671642,7.52360916,
0,2385,0-2385,Leaf,,,,,0.161243424,4.16041327,
0,2386,0-2386,Leaf,,,,,0.0614384823,1.88680446,
0,2387,0-2387,O2Sat,93.1666641,0-3329,0-3330,0-3330,23.0485992,29.5236092,
0,2388,0-2388,ICULOS,6.0,0-3331,0-3332,0-3332,22.1464558,24.9812393,
0,2389,0-2389,HR,105.333336,0-3333,0-3334,0-3334,17.8554268,140.821457,
0,2390,0-2390,pH,7.38836622,0-3335,0-3336,0-3336,28.327404,54.1652641,
0,2391,0-2391,Magnesium,2.00895786,0-3337,0-3338,0-3338,31.0687256,371.738007,
0,2392,0-2392,Bilirubin_total,2.42987347,0-3339,0-3340,0-3340,43.8817139,61.509697,
0,2393,0-2393,HR,105.333336,0-3341,0-3342,0-3342,11.578743,25.5236092,
0,2394,0-2394,ICULOS,10.0,0-3343,0-3344,0-3344,13.3408966,8.16041374,
0,2395,0-2395,SBP,93.5,0-3345,0-3346,0-3346,12.1225405,12.7972183,
0,2396,0-2396,HospAdmTime,-80.3499985,0-3347,0-3348,0-3348,2.51115036,12.3444357,
0,2397,0-2397,Fibrinogen,335.666656,0-3349,0-3350,0-3350,16.0172501,54.1513519,
0,2398,0-2398,Bilirubin_total,1.6779412,0-3351,0-3352,0-3352,27.9554882,14.3208265,
0,2399,0-2399,HCO3,21.4575539,0-3353,0-3354,0-3354,12.1044302,6.79721785,
0,2400,0-2400,Leaf,,,,,-0.182608709,10.5,
0,2401,0-2401,Leaf,,,,,-0.100000001,1.0,
0,2402,0-2402,Leaf,,,,,0.176376387,20.1652622,
0,2403,0-2403,DBP,63.4600334,0-3355,0-3356,0-3356,52.8664398,92.4249573,
0,2404,0-2404,HCO3,24.0260639,0-3357,0-3358,0-3358,42.0302277,535.539429,
0,2405,0-2405,MAP,78.5,0-3359,0-3360,0-3360,52.9859695,94.4909363,
0,2406,0-2406,HR,92.6666641,0-3361,0-3362,0-3362,18.8853016,52.3069153,
0,2407,0-2407,O2Sat,93.1666641,0-3363,0-3364,0-3364,6.57525635,19.6416531,
0,2408,0-2408,Leaf,,,,,-0.146666676,2.75,
0,2409,0-2409,Creatinine,0.620000005,0-3365,0-3366,0-3366,12.5200272,36.684021,
0,2410,0-2410,O2Sat,96.0659332,0-3367,0-3368,0-3368,9.11312294,8.43402195,
0,2411,0-2411,HospAdmTime,-8.34000015,0-3369,0-3370,0-3370,23.4219723,57.325676,
0,2412,0-2412,HospAdmTime,-0.0500000007,0-3371,0-3372,0-3372,34.1692276,356.935944,
0,2413,0-2413,Leaf,,,,,-0.165217385,4.75,
0,2414,0-2414,FiO2,0.479999989,0-3373,0-3374,0-3374,19.093277,167.199203,
0,2415,0-2415,SBP,164.0,0-3375,0-3376,0-3376,3.53995132,29.2124805,
0,2416,0-2416,Leaf,,,,,-0.127272725,1.75,
0,2417,0-2417,Leaf,,,,,0.144551381,4.41041327,
0,2418,0-2418,Leaf,,,,,-0.111111119,1.25,
0,2419,0-2419,Phosphate,3.42781687,0-3377,0-3378,0-3378,18.7095604,14.2076311,
0,2420,0-2420,PaCO2,39.4844513,0-3379,0-3380,0-3380,10.2155457,122.283943,
0,2421,0-2421,Leaf,,,,,0.116205953,1.38680446,
0,2422,0-2422,Leaf,,,,,-0.120000005,1.5,
0,2423,0-2423,Leaf,,,,,0.183804557,29.8728943,
0,2424,0-2424,Leaf,,,,,0.0406021141,2.13680458,
0,2425,0-2425,Lactate,2.20254993,0-3381,0-3382,0-3382,9.17247105,4.52360916,
0,2426,0-2426,Leaf,,,,,-0.177777782,8.0,
0,2427,0-2427,Bilirubin_direct,1.54888892,0-3383,0-3384,0-3384,24.7476425,157.01033,
0,2428,0-2428,HR,107.5,0-3385,0-3386,0-3386,10.8100777,6.63680458,
0,2429,0-2429,SBP,151.0,0-3387,0-3388,0-3388,23.575119,46.9437218,
0,2430,0-2430,SOFA,8.0,0-3389,0-3390,0-3390,10.348135,6.13680458,
0,2431,0-2431,SBP,110.5,0-3391,0-3392,0-3392,38.0907669,50.0333061,
0,2432,0-2432,SBP,93.0,0-3393,0-3394,0-3394,24.5481491,179.269394,
0,2433,0-2433,Leaf,,,,,0.0406021141,2.13680458,
0,2434,0-2434,PTT,31.0620689,0-3395,0-3396,0-3396,2.53884888,134.949203,
0,2435,0-2435,Leaf,,,,,-0.150000006,3.0,
0,2436,0-2436,SOFA,5.0,0-3397,0-3398,0-3398,16.1782608,41.3069153,
0,2437,0-2437,Leaf,,,,,-0.100000001,1.0,
0,2438,0-2438,Leaf,,,,,0.147000343,2.77360892,
0,2439,0-2439,Leaf,,,,,-0.163636371,4.5,
0,2440,0-2440,Leaf,,,,,0.116205953,1.38680446,
0,2441,0-2441,Leaf,,,,,-0.120000005,1.5,
0,2442,0-2442,ICULOS,3.0,0-3399,0-3400,0-3400,14.6927032,36.759697,
0,2443,0-2443,Leaf,,,,,0.0862259194,1.63680446,
0,2444,0-2444,Leaf,,,,,-0.182222232,10.25,
0,2445,0-2445,Leaf,,,,,-0.186666667,14.0,
0,2446,0-2446,SBP,98.0,0-3401,0-3402,0-3402,11.4825048,5.02360916,
0,2447,0-2447,Leaf,,,,,0.144551381,4.41041327,
0,2448,0-2448,Leaf,,,,,-0.120000005,1.5,
0,2449,0-2449,ICULOS,71.0,0-3403,0-3404,0-3404,24.0527267,15.5944357,
0,2450,0-2450,PTT,43.9182281,0-3405,0-3406,0-3406,4.5969696,25.325676,
0,2451,0-2451,Leaf,,,,,-0.166666672,5.0,
0,2452,0-2452,SBP,106.5,0-3407,0-3408,0-3408,28.5991745,41.8492851,
0,2453,0-2453,Leaf,,,,,-0.127272725,1.75,
0,2454,0-2454,Phosphate,3.35372758,0-3409,0-3410,0-3410,5.67602539,24.4388714,
0,2455,0-2455,O2Sat,96.6176453,0-3411,0-3412,0-3412,1.19372272,8.18402195,
0,2456,0-2456,SaO2,93.0059814,0-3413,0-3414,0-3414,28.5932426,49.8444366,
0,2457,0-2457,SBP,92.0,0-3415,0-3416,0-3416,15.4423752,32.9624786,
0,2458,0-2458,ICULOS,113.0,0-3417,0-3418,0-3418,17.1242447,13.9104137,
0,2459,0-2459,Leaf,,,,,0.0406021141,2.13680458,
0,2460,0-2460,Leaf,,,,,-0.187096775,14.5,
0,2461,0-2461,HospAdmTime,-25.8199997,0-3419,0-3420,0-3420,14.8257847,27.3916531,
0,2462,0-2462,Leaf,,,,,-0.172413796,6.25,
0,2463,0-2463,ICULOS,53.0,0-3421,0-3422,0-3422,7.83383942,16.2736092,
0,2464,0-2464,DBP,60.3303604,0-3423,0-3424,0-3424,12.6703053,12.9340219,
0,2465,0-2465,DBP,40.0,0-3425,0-3426,0-3426,13.059021,124.320824,
0,2466,0-2466,Leaf,,,,,0.116205953,1.38680446,
0,2467,0-2467,Leaf,,,,,0.106402293,3.27360892,
0,2468,0-2468,Leaf,,,,,-0.167999998,5.25,
0,2469,0-2469,Leaf,,,,,-0.120000005,1.5,
0,2470,0-2470,ICULOS,19.0,0-3427,0-3428,0-3428,13.325325,17.5048485,
0,2471,0-2471,HR,76.25,0-3429,0-3430,0-3430,21.596983,41.141655,
0,2472,0-2472,MAP,65.0,0-3431,0-3432,0-3432,15.4570932,19.1180439,
0,2473,0-2473,ICULOS,50.0,0-3433,0-3434,0-3434,26.062233,272.463104,
0,2474,0-2474,ICULOS,186.0,0-3435,0-3436,0-3436,4.96391296,39.2736092,
0,2475,0-2475,Bilirubin_total,1.78270674,0-3437,0-3438,0-3438,59.1244812,858.323364,
0,2476,0-2476,HospAdmTime,-164.309998,0-3439,0-3440,0-3440,41.8861771,263.585999,
0,2477,0-2477,AST,167.607742,0-3441,0-3442,0-3442,59.1929207,486.535217,
0,2478,0-2478,Magnesium,2.06650496,0-3443,0-3444,0-3444,42.1883469,138.740936,
0,2479,0-2479,Leaf,,,,,0.116205953,1.38680446,
0,2480,0-2480,Leaf,,,,,-0.163636371,4.5,
0,2481,0-2481,SBP,82.0,0-3445,0-3446,0-3446,6.80991173,2.88680458,
0,2482,0-2482,ICULOS,201.0,0-3447,0-3448,0-3448,3.48903656,26.825676,
0,2483,0-2483,Leaf,,,,,0.172621831,9.95763111,
0,2484,0-2484,MAP,69.5,0-3449,0-3450,0-3450,17.8014164,8.16041374,
0,2485,0-2485,Leaf,,,,,0.0406021141,2.13680458,
0,2486,0-2486,Leaf,,,,,0.144551381,4.41041327,
0,2487,0-2487,SBP,98.0,0-3451,0-3452,0-3452,5.04639196,2.38680458,
0,2488,0-2488,HCO3,24.2249012,0-3453,0-3454,0-3454,0.452026367,30.8868046,
0,2489,0-2489,Calcium,7.32208633,0-3455,0-3456,0-3456,5.68792725,112.779091,
0,2490,0-2490,Leaf,,,,,-0.100000001,1.0,
0,2491,0-2491,Leaf,,,,,0.169452682,5.54721785,
0,2492,0-2492,Leaf,,,,,0.0614384823,1.88680446,
0,2493,0-2493,HR,51.0,0-3457,0-3458,0-3458,14.2665863,74.1604156,
0,2494,0-2494,Leaf,,,,,0.116205953,1.38680446,
0,2495,0-2495,Leaf,,,,,-0.184,11.5,
0,2496,0-2496,MAP,72.0,0-3459,0-3460,0-3460,24.5050831,28.1180439,
0,2497,0-2497,HospAdmTime,0.0,0-3461,0-3462,0-3462,22.8778648,22.6604137,
0,2498,0-2498,SBP,110.5,0-3463,0-3464,0-3464,6.48130369,10.1840219,
0,2499,0-2499,Leaf,,,,,0.147000343,2.77360892,
0,2500,0-2500,Leaf,,,,,-0.180487797,9.25,
0,2501,0-2501,SBP,84.0,0-3465,0-3466,0-3466,24.0262032,8.52360916,
0,2502,0-2502,HospAdmTime,-133.720001,0-3467,0-3468,0-3468,24.2515526,32.7360878,
0,2503,0-2503,Alkalinephos,93.5620499,0-3469,0-3470,0-3470,28.2876148,38.5520668,
0,2504,0-2504,Hct,33.3105812,0-3471,0-3472,0-3472,37.7332153,69.3444366,
0,2505,0-2505,PTT,40.2999992,0-3473,0-3474,0-3474,54.029541,215.836014,
0,2506,0-2506,ICULOS,201.0,0-3475,0-3476,0-3476,44.0376587,141.858978,
0,2507,0-2507,Phosphate,3.88534474,0-3477,0-3478,0-3478,48.7525635,286.817902,
0,2508,0-2508,BUN,23.4354305,0-3479,0-3480,0-3480,39.0902176,71.1228943,
0,2509,0-2509,DBP,62.5529556,0-3481,0-3482,0-3482,75.1206436,214.892288,
0,2510,0-2510,HospAdmTime,-0.0199999996,0-3483,0-3484,0-3484,32.888588,52.0569153,
0,2511,0-2511,Leaf,,,,,-0.100000001,1.0,
0,2512,0-2512,Leaf,,,,,0.125440076,3.02360892,
0,2513,0-2513,Leaf,,,,,0.186395839,21.0520668,
0,2514,0-2514,Leaf,,,,,0.0406021141,2.13680458,
0,2515,0-2515,Leaf,,,,,-0.167999998,5.25,
0,2516,0-2516,Leaf,,,,,0.116205953,1.38680446,
0,2517,0-2517,DBP,42.0,0-3485,0-3486,0-3486,5.98029184,2.63680458,
0,2518,0-2518,DBP,34.5,0-3487,0-3488,0-3488,3.53672791,20.2784576,
0,2519,0-2519,SBP,103.5,0-3489,0-3490,0-3490,10.9872932,7.66041327,
0,2520,0-2520,HospAdmTime,-374.299988,0-3491,0-3492,0-3492,5.48864746,104.184021,
0,2521,0-2521,ICULOS,186.0,0-3493,0-3494,0-3494,24.5189209,33.684021,
0,2522,0-2522,Leaf,,,,,0.142423004,7.68402243,
0,2523,0-2523,MAP,73.5,0-3495,0-3496,0-3496,15.2042084,15.5944357,
0,2524,0-2524,HR,66.5,0-3497,0-3498,0-3498,23.6980057,26.0708275,
0,2525,0-2525,O2Sat,99.0833359,0-3499,0-3500,0-3500,21.4407711,7.27360916,
0,2526,0-2526,Leaf,,,,,0.169452682,5.54721785,
0,2527,0-2527,Alkalinephos,78.9411774,0-3501,0-3502,0-3502,1.22935486,43.1368027,
0,2528,0-2528,DBP,46.5,0-3503,0-3504,0-3504,9.84271622,4.13680458,
0,2529,0-2529,Chloride,106.125893,0-3505,0-3506,0-3506,23.0324688,42.7312393,
0,2530,0-2530,AST,194.82608,0-3507,0-3508,0-3508,30.1394272,28.6652622,
0,2531,0-2531,MAP,75.0,0-3509,0-3510,0-3510,14.8930664,42.9104118,
0,2532,0-2532,HR,61.5,0-3511,0-3512,0-3512,21.0502319,14.8208265,
0,2533,0-2533,Leaf,,,,,-0.127272725,1.75,
0,2534,0-2534,Leaf,,,,,0.129333779,4.66041327,
0,2535,0-2535,Leaf,,,,,-0.100000001,1.0,
0,2536,0-2536,Leaf,,,,,0.147000343,2.77360892,
0,2537,0-2537,SBP,93.0,0-3513,0-3514,0-3514,14.3435268,28.3020668,
0,2538,0-2538,Leaf,,,,,-0.146666676,2.75,
0,2539,0-2539,Leaf,,,,,0.116205953,1.38680446,
0,2540,0-2540,Leaf,,,,,-0.191836745,23.5,
0,2541,0-2541,SBP,98.0,0-3515,0-3516,0-3516,15.4702692,9.18402195,
0,2542,0-2542,HR,81.0,0-3517,0-3518,0-3518,9.38384247,9.88680458,
0,2543,0-2543,MAP,68.3300018,0-3519,0-3520,0-3520,8.79339981,7.79721785,
0,2544,0-2544,Leaf,,,,,-0.171428576,6.0,
0,2545,0-2545,Leaf,,,,,-0.100000001,1.0,
0,2546,0-2546,ICULOS,34.0,0-3521,0-3522,0-3522,8.81081009,20.0284576,
0,2547,0-2547,SBP,110.5,0-3523,0-3524,0-3524,0.904939651,8.18402195,
0,2548,0-2548,MAP,72.5,0-3525,0-3526,0-3526,15.1751814,18.8208275,
0,2549,0-2549,ICULOS,110.0,0-3527,0-3528,0-3528,15.6203918,216.96376,
0,2550,0-2550,ICULOS,66.0,0-3529,0-3530,0-3530,28.9888725,40.5992851,
0,2551,0-2551,MAP,47.0,0-3531,0-3532,0-3532,10.7008247,4.63680458,
0,2552,0-2552,Bilirubin_direct,1.38,0-3533,0-3534,0-3534,13.9240723,85.7270279,
0,2553,0-2553,HospAdmTime,-83.2099991,0-3535,0-3536,0-3536,26.0373878,322.968597,
0,2554,0-2554,ICULOS,30.0,0-3537,0-3538,0-3538,57.0665588,388.016449,
0,2555,0-2555,Bilirubin_total,1.1179167,0-3539,0-3540,0-3540,13.2375908,25.4388714,
0,2556,0-2556,HR,81.375,0-3541,0-3542,0-3542,18.0445747,7.02360916,
0,2557,0-2557,ICULOS,45.0,0-3543,0-3544,0-3544,24.0373898,55.3965034,
0,2558,0-2558,O2Sat,99.0833359,0-3545,0-3546,0-3546,24.8142738,169.156204,
0,2559,0-2559,HospAdmTime,-0.0399999991,0-3547,0-3548,0-3548,3.22553253,12.8444357,
0,2560,0-2560,Leaf,,,,,-0.100000001,1.0,
0,2561,0-2561,Leaf,,,,,0.116205953,1.38680446,
0,2562,0-2562,Leaf,,,,,-0.178947374,8.5,
0,2563,0-2563,MAP,58.0,0-3549,0-3550,0-3550,9.3516283,3.88680458,
0,2564,0-2564,Leaf,,,,,0.155864298,5.79721785,
0,2565,0-2565,Leaf,,,,,-0.100000001,1.0,
0,2566,0-2566,Fibrinogen,346.933319,0-3551,0-3552,0-3552,9.4196701,54.2645454,
0,2567,0-2567,ICULOS,60.0,0-3553,0-3554,0-3554,17.7087154,10.4340219,
0,2568,0-2568,Leaf,,,,,-0.146666676,2.75,
0,2569,0-2569,HospAdmTime,-0.0299999993,0-3555,0-3556,0-3556,48.8803558,162.401352,
0,2570,0-2570,MAP,75.5,0-3557,0-3558,0-3558,22.0767689,44.8492851,
0,2571,0-2571,HospAdmTime,-2.79999995,0-3559,0-3560,0-3560,27.045578,241.095703,
0,2572,0-2572,Phosphate,3.40185189,0-3561,0-3562,0-3562,31.9134655,193.981873,
0,2573,0-2573,AST,82.831459,0-3563,0-3564,0-3564,32.0359268,25.0284576,
0,2574,0-2574,HR,88.1279068,0-3565,0-3566,0-3566,1.54577637,49.2645454,
0,2575,0-2575,Potassium,4.10024977,0-3567,0-3568,0-3568,26.4035645,151.849289,
0,2576,0-2576,ICULOS,65.0,0-3569,0-3570,0-3570,22.9109383,12.3208265,
0,2577,0-2577,Leaf,,,,,-0.100000001,1.0,
0,2578,0-2578,Leaf,,,,,0.174792111,6.93402243,
0,2579,0-2579,SBP,95.5,0-3571,0-3572,0-3572,30.8019886,65.6701126,
0,2580,0-2580,HR,82.25,0-3573,0-3574,0-3574,6.42234421,27.825676,
0,2581,0-2581,HospAdmTime,-18.7700005,0-3575,0-3576,0-3576,26.7461891,25.3680439,
0,2582,0-2582,DBP,52.8603325,0-3577,0-3578,0-3578,18.9597168,45.3208275,
0,2583,0-2583,ICULOS,61.0,0-3579,0-3580,0-3580,10.9011536,38.6701126,
0,2584,0-2584,ICULOS,81.0,0-3581,0-3582,0-3582,30.0914383,43.0992851,
0,2585,0-2585,Leaf,,,,,-0.192079216,24.25,
0,2586,0-2586,Leaf,,,,,0.147000343,2.77360892,
0,2587,0-2587,Hct,30.639185,0-3583,0-3584,0-3584,79.5363083,623.096985,
0,2588,0-2588,ICULOS,121.0,0-3585,0-3586,0-3586,71.4056854,149.076309,
0,2589,0-2589,ICULOS,116.0,0-3587,0-3588,0-3588,55.630394,41.7548485,
0,2590,0-2590,MAP,74.6699982,0-3589,0-3590,0-3590,21.4379044,110.411049,
0,2591,0-2591,PaCO2,37.1696968,0-3591,0-3592,0-3592,11.5523109,19.1368046,
0,2592,0-2592,PaCO2,40.8817406,0-3593,0-3594,0-3594,34.1939125,66.8964996,
0,2593,0-2593,Leaf,,,,,-0.13333334,2.0,
0,2594,0-2594,SBP,119.5,0-3595,0-3596,0-3596,13.7431335,183.251266,
0,2595,0-2595,ICULOS,95.0,0-3597,0-3598,0-3598,65.3457794,195.897141,
0,2596,0-2596,Lactate,2.47667313,0-3599,0-3600,0-3600,23.5274048,83.2930069,
0,2597,0-2597,Leaf,,,,,0.0406021141,2.13680458,
0,2598,0-2598,Leaf,,,,,-0.194074079,32.75,
0,2599,0-2599,HospAdmTime,-3.44000006,0-3601,0-3602,0-3602,33.1206322,53.9388733,
0,2600,0-2600,O2Sat,98.0222244,0-3603,0-3604,0-3604,7.16120911,13.5944357,
0,2601,0-2601,ICULOS,20.0,0-3605,0-3606,0-3606,11.4250727,5.13680458,
0,2602,0-2602,MAP,56.6699982,0-3607,0-3608,0-3608,7.79741287,17.8680439,
