Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
0,3615,0-3615,HospAdmTime,-992.75,0-4961,0-4962,0-4962,28.7971802,56.3097878,
0,3616,0-3616,DBP,56.1085205,0-4963,0-4964,0-4964,11.3017044,5.80978918,
0,3617,0-3617,Phosphate,3.37745094,0-4965,0-4966,0-4966,28.4796448,150.334412,
0,3618,0-3618,Leaf,,,,,-0.155555561,3.5,
0,3619,0-3619,SBP,116.5,0-4967,0-4968,0-4968,3.14624023,35.6984177,
0,3620,0-3620,HospAdmTime,-248.520004,0-4969,0-4970,0-4970,112.876755,213.394196,
0,3621,0-3621,Hgb,8.30000019,0-4971,0-4972,0-4972,30.4739151,36.0298958,
0,3622,0-3622,HospAdmTime,-106.940002,0-4973,0-4974,0-4974,43.6135559,34.7391586,
0,3623,0-3623,O2Sat,94.1666641,0-4975,0-4976,0-4976,25.4947395,16.5597897,
0,3624,0-3624,DBP,75.0,0-4977,0-4978,0-4978,9.0428772,113.779892,
0,3625,0-3625,HospAdmTime,-49.0499992,0-4979,0-4980,0-4980,14.7311249,29.5489464,
0,3626,0-3626,Leaf,,,,,-0.167999998,5.25,
0,3627,0-3627,HospAdmTime,-198.789993,0-4981,0-4982,0-4982,37.998333,16.8396835,
0,3628,0-3628,Leaf,,,,,-0.194160581,33.25,
0,3629,0-3629,Leaf,,,,,0.183870286,11.3994732,
0,3630,0-3630,Leaf,,,,,-0.100000001,1.0,
0,3631,0-3631,HR,82.5,0-4983,0-4984,0-4984,20.7091522,128.535461,
0,3632,0-3632,Leaf,,,,,-0.160000011,4.0,
0,3633,0-3633,Leaf,,,,,-0.138461545,2.25,
0,3634,0-3634,Leaf,,,,,0.179905385,13.9293671,
0,3635,0-3635,Leaf,,,,,0.13902244,2.27989459,
0,3636,0-3636,Leaf,,,,,-0.188405797,16.25,
0,3637,0-3637,Bilirubin_total,1.16666663,0-4985,0-4986,0-4986,79.6389389,22.6494732,
0,3638,0-3638,HospAdmTime,-11.9899998,0-4987,0-4988,0-4988,27.6489563,23.0190506,
0,3639,0-3639,Leaf,,,,,0.174039856,33.6685257,
0,3640,0-3640,Leaf,,,,,-0.111111119,1.25,
0,3641,0-3641,ICULOS,46.0,0-4989,0-4990,0-4990,36.8217583,11.3396835,
0,3642,0-3642,PaCO2,40.7496948,0-4991,0-4992,0-4992,3.92178345,57.1875763,
0,3643,0-3643,Leaf,,,,,-0.161904767,4.25,
0,3644,0-3644,Leaf,,,,,0.13902244,2.27989459,
0,3645,0-3645,ICULOS,13.0,0-4993,0-4994,0-4994,21.9853039,16.5896835,
0,3646,0-3646,HospAdmTime,-5.28000021,0-4995,0-4996,0-4996,24.9584961,30.7798939,
0,3647,0-3647,ICULOS,11.0,0-4997,0-4998,0-4998,57.7486191,31.1793671,
0,3648,0-3648,HospAdmTime,-6.09000015,0-4999,0-5000,0-5000,40.0945816,61.6576805,
0,3649,0-3649,HospAdmTime,-6.71000004,0-5001,0-5002,0-5002,35.4232712,195.206635,
0,3650,0-3650,ICULOS,41.0,0-5003,0-5004,0-5004,60.8880005,95.1793671,
0,3651,0-3651,Leaf,,,,,-0.167999998,5.25,
0,3652,0-3652,SaO2,92.6774673,0-5005,0-5006,0-5006,27.906292,25.5190506,
0,3653,0-3653,HR,83.0,0-5007,0-5008,0-5008,9.7687645,29.3288403,
0,3654,0-3654,Leaf,,,,,-0.111111119,1.25,
0,3655,0-3655,Leaf,,,,,-0.169230774,5.5,
0,3656,0-3656,MAP,64.8349991,0-5009,0-5010,0-5010,9.33710289,6.30978918,
0,3657,0-3657,O2Sat,86.0,0-5011,0-5012,0-5012,8.18029976,3.52989459,
0,3658,0-3658,SBP,104.5,0-5013,0-5014,0-5014,0.697696686,12.1494732,
0,3659,0-3659,SBP,102.0,0-5015,0-5016,0-5016,35.7101631,24.8396835,
0,3660,0-3660,Leaf,,,,,-0.198383853,122.75,
0,3661,0-3661,pH,7.37032795,0-5017,0-5018,0-5018,110.051346,93.4484177,
0,3662,0-3662,HospAdmTime,-4.01000023,0-5019,0-5020,0-5020,44.5261307,141.595261,
0,3663,0-3663,Leaf,,,,,0.133991107,5.05978918,
0,3664,0-3664,Leaf,,,,,-0.196444437,55.25,
0,3665,0-3665,HR,66.0,0-5021,0-5022,0-5022,15.2230988,73.3968353,
0,3666,0-3666,AST,339.830658,0-5023,0-5024,0-5024,19.8423729,7.52989483,
0,3667,0-3667,Leaf,,,,,0.164027423,4.55978918,
0,3668,0-3668,Leaf,,,,,-0.179487184,8.75,
0,3669,0-3669,Leaf,,,,,0.13902244,2.27989459,
0,3670,0-3670,Leaf,,,,,-0.19252336,25.75,
0,3671,0-3671,HospAdmTime,-3.21000004,0-5025,0-5026,0-5026,65.8076477,178.174103,
0,3672,0-3672,O2Sat,94.6666641,0-5027,0-5028,0-5028,77.3574982,51.0190506,
0,3673,0-3673,ICULOS,33.0,0-5029,0-5030,0-5030,127.133629,56.3288422,
0,3674,0-3674,Leaf,,,,,0.181833908,21.0190506,
0,3675,0-3675,Leaf,,,,,-0.161904767,4.25,
0,3676,0-3676,Fibrinogen,246.576279,0-5031,0-5032,0-5032,20.4902191,97.0762024,
0,3677,0-3677,SBP,125.0,0-5033,0-5034,0-5034,13.4484596,4.77989483,
0,3678,0-3678,SBP,128.5,0-5035,0-5036,0-5036,4.61071014,28.5788403,
0,3679,0-3679,HR,63.0,0-5037,0-5038,0-5038,30.9164314,37.2690506,
0,3680,0-3680,Leaf,,,,,-0.19542858,42.75,
0,3681,0-3681,Leaf,,,,,-0.174999997,7.0,
0,3682,0-3682,HospAdmTime,-0.0199999996,0-5039,0-5040,0-5040,18.7433624,48.4484177,
0,3683,0-3683,HR,77.5,0-5041,0-5042,0-5042,32.9203491,102.165886,
0,3684,0-3684,Leaf,,,,,-0.177142859,7.75,
0,3685,0-3685,HospAdmTime,0.0,0-5043,0-5044,0-5044,61.2153511,269.75293,
0,3686,0-3686,AST,334.337463,0-5045,0-5046,0-5046,49.2623901,57.8097878,
0,3687,0-3687,Leaf,,,,,-0.157894745,3.75,
0,3688,0-3688,ICULOS,5.0,0-5047,0-5048,0-5048,30.4997253,209.402405,
0,3689,0-3689,DBP,48.5,0-5049,0-5050,0-5050,10.1766205,13.1494732,
0,3690,0-3690,Leaf,,,,,-0.152941182,3.25,
0,3691,0-3691,SBP,104.5,0-5051,0-5052,0-5052,9.23147011,5.55978918,
0,3692,0-3692,ICULOS,18.0,0-5053,0-5054,0-5054,32.067749,87.209259,
0,3693,0-3693,Hgb,10.3695412,0-5055,0-5056,0-5056,136.69342,194.065369,
0,3694,0-3694,Alkalinephos,104.741074,0-5057,0-5058,0-5058,37.2329407,182.663254,
0,3695,0-3695,SBP,131.0,0-5059,0-5060,0-5060,69.2045975,265.883362,
0,3696,0-3696,Phosphate,4.0999999,0-5061,0-5062,0-5062,31.0455933,44.0298958,
0,3697,0-3697,Potassium,3.5999999,0-5063,0-5064,0-5064,51.3939819,142.899475,
0,3698,0-3698,Phosphate,3.87702012,0-5065,0-5066,0-5066,19.7641983,10.0896835,
0,3699,0-3699,ICULOS,19.0,0-5067,0-5068,0-5068,30.4687653,42.6494713,
0,3700,0-3700,ICULOS,32.0,0-5069,0-5070,0-5070,58.42593,50.9484177,
0,3701,0-3701,Leaf,,,,,-0.120000005,1.5,
0,3702,0-3702,HR,82.5,0-5071,0-5072,0-5072,2.38726807,31.8886299,
0,3703,0-3703,SBP,110.0,0-5073,0-5074,0-5074,14.2659521,8.58968353,
0,3704,0-3704,Leaf,,,,,-0.182222232,10.25,
0,3705,0-3705,HR,72.0,0-5075,0-5076,0-5076,18.99543,7.02989483,
0,3706,0-3706,SBP,87.5,0-5077,0-5078,0-5078,12.4084625,86.1767349,
0,3707,0-3707,Potassium,4.20500469,0-5079,0-5080,0-5080,28.9914227,34.5788422,
0,3708,0-3708,Magnesium,2.0,0-5081,0-5082,0-5082,32.3740311,29.1195793,
0,3709,0-3709,Leaf,,,,,-0.100000001,1.0,
0,3710,0-3710,Leaf,,,,,0.16173315,14.6793671,
0,3711,0-3711,Leaf,,,,,0.176283598,11.6494732,
0,3712,0-3712,Leaf,,,,,-0.120000005,1.5,
0,3713,0-3713,Leaf,,,,,-0.152941182,3.25,
0,3714,0-3714,MAP,59.3300018,0-5083,0-5084,0-5084,9.22150898,7.05978918,
0,3715,0-3715,ICULOS,12.0,0-5085,0-5086,0-5086,9.22491455,30.8587341,
0,3716,0-3716,SBP,106.5,0-5087,0-5088,0-5088,30.886322,14.8695784,
0,3717,0-3717,ICULOS,19.0,0-5089,0-5090,0-5090,26.2139034,16.9293671,
0,3718,0-3718,Leaf,,,,,0.19036752,50.9076805,
0,3719,0-3719,ICULOS,6.0,0-5091,0-5092,0-5092,15.0088367,5.27989483,
0,3720,0-3720,ICULOS,4.0,0-5093,0-5094,0-5094,14.7264404,54.6576805,
0,3721,0-3721,Chloride,106.331474,0-5095,0-5096,0-5096,18.1821594,57.5381012,
0,3722,0-3722,ICULOS,41.0,0-5097,0-5098,0-5098,25.0728378,12.7798948,
0,3723,0-3723,Leaf,,,,,0.176283598,11.6494732,
0,3724,0-3724,Leaf,,,,,0.0759272799,3.02989459,
0,3725,0-3725,Leaf,,,,,-0.100000001,1.0,
0,3726,0-3726,Leaf,,,,,0.13902244,2.27989459,
0,3727,0-3727,Leaf,,,,,-0.111111119,1.25,
0,3728,0-3728,HCO3,24.1351566,0-5099,0-5100,0-5100,1.06349945,31.6386299,
0,3729,0-3729,Leaf,,,,,0.0759272799,3.02989459,
0,3730,0-3730,Leaf,,,,,0.164027423,4.55978918,
0,3731,0-3731,O2Sat,99.0769196,0-5101,0-5102,0-5102,12.0680799,6.30978918,
0,3732,0-3732,Leaf,,,,,-0.1875,15.0,
0,3733,0-3733,HR,73.0,0-5103,0-5104,0-5104,2.87179565,168.002945,
0,3734,0-3734,pH,7.36361647,0-5105,0-5106,0-5106,35.3732147,127.875153,
0,3735,0-3735,Leaf,,,,,-0.175757572,7.25,
0,3736,0-3736,Leaf,,,,,0.115011625,2.52989459,
0,3737,0-3737,SBP,122.5,0-5107,0-5108,0-5108,17.1991386,7.52989483,
0,3738,0-3738,HR,91.0,0-5109,0-5110,0-5110,12.0204849,59.6576805,
0,3739,0-3739,Leaf,,,,,0.13902244,2.27989459,
0,3740,0-3740,Leaf,,,,,-0.111111119,1.25,
0,3741,0-3741,Leaf,,,,,-0.166666672,5.0,
0,3742,0-3742,SBP,160.0,0-5111,0-5112,0-5112,14.2659521,8.58968353,
0,3743,0-3743,HospAdmTime,0.0,0-5113,0-5114,0-5114,12.6009521,34.6386299,
0,3744,0-3744,Leaf,,,,,-0.120000005,1.5,
0,3745,0-3745,ICULOS,16.0,0-5115,0-5116,0-5116,23.8424244,26.3396835,
0,3746,0-3746,HR,75.0,0-5117,0-5118,0-5118,44.1732597,78.9076843,
0,3747,0-3747,Leaf,,,,,-0.172413796,6.25,
0,3748,0-3748,Bilirubin_total,4.20296288,0-5119,0-5120,0-5120,27.0804443,324.359039,
0,3749,0-3749,Bilirubin_total,2.06055045,0-5121,0-5122,0-5122,71.6304703,45.9293671,
0,3750,0-3750,pH,7.39198303,0-5123,0-5124,0-5124,21.1080856,27.0489464,
0,3751,0-3751,Leaf,,,,,-0.177142859,7.75,
0,3752,0-3752,ICULOS,9.0,0-5125,0-5126,0-5126,29.7461052,50.7283134,
0,3753,0-3753,SBP,157.0,0-5127,0-5128,0-5128,11.6359215,12.3994732,
0,3754,0-3754,Leaf,,,,,-0.138461545,2.25,
0,3755,0-3755,Leaf,,,,,0.164027423,4.55978918,
0,3756,0-3756,Leaf,,,,,-0.111111119,1.25,
0,3757,0-3757,Phosphate,3.94248056,0-5129,0-5130,0-5130,23.0448761,255.021988,
0,3758,0-3758,TroponinI,0.150000006,0-5131,0-5132,0-5132,68.4117661,42.4592628,
0,3759,0-3759,PTT,44.0951309,0-5133,0-5134,0-5134,51.9810829,35.2989464,
0,3760,0-3760,Fibrinogen,309.757568,0-5135,0-5136,0-5136,14.798996,49.5978928,
0,3761,0-3761,PTT,49.9804001,0-5137,0-5138,0-5138,2.5234375,60.997364,
0,3762,0-3762,Creatinine,1.75400364,0-5139,0-5140,0-5140,22.673214,23.7391567,
0,3763,0-3763,Leaf,,,,,0.120758049,5.30978918,
0,3764,0-3764,Leaf,,,,,-0.127272725,1.75,
0,3765,0-3765,Leaf,,,,,-0.100000001,1.0,
0,3766,0-3766,Leaf,,,,,0.180236325,9.11957836,
0,3767,0-3767,DBP,57.2240715,0-5141,0-5142,0-5142,8.04593468,4.02989483,
0,3768,0-3768,O2Sat,99.5500031,0-5143,0-5144,0-5144,3.83616638,52.0978928,
0,3769,0-3769,HospAdmTime,-0.310000002,0-5145,0-5146,0-5146,5.69805908,302.497681,
0,3770,0-3770,Leaf,,,,,-0.100000001,1.0,
0,3771,0-3771,HR,95.0,0-5147,0-5148,0-5148,16.5212975,15.3994732,
0,3772,0-3772,Leaf,,,,,-0.172413796,6.25,
0,3773,0-3773,SBP,114.0,0-5149,0-5150,0-5150,17.0928192,82.1468353,
0,3774,0-3774,SBP,107.5,0-5151,0-5152,0-5152,28.6562843,15.8695784,
0,3775,0-3775,Leaf,,,,,-0.146666676,2.75,
0,3776,0-3776,ICULOS,2.0,0-5153,0-5154,0-5154,10.737751,18.9293671,
0,3777,0-3777,Leaf,,,,,0.178048596,30.8886299,
0,3778,0-3778,HR,124.0,0-5155,0-5156,0-5156,0.841056347,5.80978918,
0,3779,0-3779,Leaf,,,,,-0.127272725,1.75,
0,3780,0-3780,Leaf,,,,,0.174488768,6.83968353,
0,3781,0-3781,O2Sat,68.5,0-5157,0-5158,0-5158,32.4223289,9.80978966,
0,3782,0-3782,HospAdmTime,-25.8400002,0-5159,0-5160,0-5160,5.70210266,40.4783134,
0,3783,0-3783,SBP,98.0,0-5161,0-5162,0-5162,8.18029976,3.52989459,
0,3784,0-3784,Leaf,,,,,0.172468469,60.747364,
0,3785,0-3785,Leaf,,,,,-0.120000005,1.5,
0,3786,0-3786,Leaf,,,,,0.13902244,2.27989459,
0,3787,0-3787,DBP,62.0292702,0-5163,0-5164,0-5164,12.8072071,13.8695784,
0,3788,0-3788,HR,118.5,0-5165,0-5166,0-5166,3.08045959,12.8994732,
0,3789,0-3789,Leaf,,,,,-0.157894745,3.75,
0,3790,0-3790,SBP,103.0,0-5167,0-5168,0-5168,12.0680799,6.30978918,
0,3791,0-3791,FiO2,0.600000024,0-5169,0-5170,0-5170,8.18029976,3.52989459,
0,3792,0-3792,O2Sat,98.6489334,0-5171,0-5172,0-5172,2.08920288,90.5762024,
0,3793,0-3793,SBP,82.0,0-5173,0-5174,0-5174,15.0088367,5.27989483,
0,3794,0-3794,HCO3,22.0,0-5175,0-5176,0-5176,7.85943604,72.7473679,
0,3795,0-3795,Leaf,,,,,0.0759272799,3.02989459,
0,3796,0-3796,Leaf,,,,,0.162915736,7.08968353,
0,3797,0-3797,MAP,63.0,0-5177,0-5178,0-5178,17.7615013,12.2798948,
0,3798,0-3798,DBP,70.5,0-5179,0-5180,0-5180,15.3241692,9.83968353,
0,3799,0-3799,Leaf,,,,,0.187970608,48.8777847,
0,3800,0-3800,ICULOS,5.0,0-5181,0-5182,0-5182,19.5952873,22.4891567,
0,3801,0-3801,AST,228.6129,0-5183,0-5184,0-5184,31.6100502,22.4293671,
0,3802,0-3802,Magnesium,2.14562988,0-5185,0-5186,0-5186,15.0460358,109.975677,
0,3803,0-3803,SOFA,7.0,0-5187,0-5188,0-5188,22.9450169,10.0298948,
0,3804,0-3804,MAP,75.5,0-5189,0-5190,0-5190,12.7800331,20.4592628,
0,3805,0-3805,Leaf,,,,,-0.138461545,2.25,
0,3806,0-3806,Leaf,,,,,0.13902244,2.27989459,
0,3807,0-3807,Leaf,,,,,-0.111111119,1.25,
0,3808,0-3808,SBP,101.0,0-5191,0-5192,0-5192,2.0254364,55.1576805,
0,3809,0-3809,Leaf,,,,,0.164027423,4.55978918,
0,3810,0-3810,MAP,64.0,0-5193,0-5194,0-5194,6.80813026,3.27989459,
0,3811,0-3811,SBP,84.5,0-5195,0-5196,0-5196,13.4484596,4.77989483,
0,3812,0-3812,Leaf,,,,,0.162333727,9.61957836,
0,3813,0-3813,Magnesium,2.01737881,0-5197,0-5198,0-5198,11.3017044,5.80978918,
0,3814,0-3814,HospAdmTime,-0.129999995,0-5199,0-5200,0-5200,15.416563,14.0298948,
0,3815,0-3815,Leaf,,,,,-0.184313729,11.75,
0,3816,0-3816,HospAdmTime,-0.0299999993,0-5201,0-5202,0-5202,32.0690384,66.1875763,
0,3817,0-3817,Leaf,,,,,-0.120000005,1.5,
0,3818,0-3818,MAP,58.5,0-5203,0-5204,0-5204,12.0355377,110.255569,
0,3819,0-3819,Leaf,,,,,0.162915736,7.08968353,
0,3820,0-3820,MAP,68.0,0-5205,0-5206,0-5206,22.1150951,24.6494732,
0,3821,0-3821,Leaf,,,,,-0.120000005,1.5,
0,3822,0-3822,TroponinI,13.5824442,0-5207,0-5208,0-5208,11.8655396,106.165886,
0,3823,0-3823,DBP,89.0,0-5209,0-5210,0-5210,17.3258667,56.0298958,
0,3824,0-3824,O2Sat,94.1666641,0-5211,0-5212,0-5212,0.142992496,5.55978918,
0,3825,0-3825,PaCO2,40.7262764,0-5213,0-5214,0-5214,30.5125732,48.0381012,
0,3826,0-3826,HospAdmTime,-94.7600021,0-5215,0-5216,0-5216,112.036751,205.155045,
0,3827,0-3827,Chloride,104.467201,0-5217,0-5218,0-5218,5.98599243,98.6658859,
0,3828,0-3828,Leaf,,,,,-0.166666672,5.0,
0,3829,0-3829,Magnesium,2.0018518,0-5219,0-5220,0-5220,34.1938553,76.2473679,
0,3830,0-3830,pH,7.38912344,0-5221,0-5222,0-5222,59.039669,105.657684,
0,3831,0-3831,HR,98.0,0-5223,0-5224,0-5224,6.80813026,3.27989459,
0,3832,0-3832,Leaf,,,,,-0.196396396,54.5,
0,3833,0-3833,Leaf,,,,,-0.155555561,3.5,
0,3834,0-3834,Leaf,,,,,0.133991107,5.05978918,
0,3835,0-3835,FiO2,0.542354107,0-5225,0-5226,0-5226,69.0823593,174.717468,
0,3836,0-3836,Fibrinogen,304.651154,0-5227,0-5228,0-5228,121.895691,442.378082,
0,3837,0-3837,Magnesium,1.70000005,0-5229,0-5230,0-5230,52.8408356,116.459259,
0,3838,0-3838,SOFA,6.0,0-5231,0-5232,0-5232,116.830162,293.174103,
0,3839,0-3839,SBP,154.0,0-5233,0-5234,0-5234,17.5134125,6.27989483,
0,3840,0-3840,TroponinI,7.03625011,0-5235,0-5236,0-5236,21.8814354,24.0190506,
0,3841,0-3841,SaO2,94.0751343,0-5237,0-5238,0-5238,40.7016373,109.078842,
0,3842,0-3842,Lactate,2.4314785,0-5239,0-5240,0-5240,29.9562016,37.7690506,
0,3843,0-3843,MAP,65.5,0-5241,0-5242,0-5242,16.357151,7.02989483,
0,3844,0-3844,Leaf,,,,,-0.196946561,64.5,
0,3845,0-3845,HCO3,23.3318825,0-5243,0-5244,0-5244,10.3449936,14.6494732,
0,3846,0-3846,ICULOS,11.0,0-5245,0-5246,0-5246,5.51760864,92.1658859,
0,3847,0-3847,ICULOS,7.0,0-5247,0-5248,0-5248,12.4164333,20.4293671,
0,3848,0-3848,Leaf,,,,,-0.163636371,4.5,
0,3849,0-3849,SBP,104.5,0-5249,0-5250,0-5250,6.80813026,3.27989459,
0,3850,0-3850,Leaf,,,,,0.17106922,9.36957836,
0,3851,0-3851,Leaf,,,,,-0.100000001,1.0,
0,3852,0-3852,Leaf,,,,,0.164027423,4.55978918,
0,3853,0-3853,pH,7.35861826,0-5251,0-5252,0-5252,25.3487549,18.3695793,
0,3854,0-3854,HospAdmTime,-1.32000005,0-5253,0-5254,0-5254,23.1824951,269.250305,
0,3855,0-3855,ICULOS,6.0,0-5255,0-5256,0-5256,20.7968407,15.4293671,
0,3856,0-3856,SBP,119.5,0-5257,0-5258,0-5258,24.4115562,21.3097897,
0,3857,0-3857,Leaf,,,,,0.174488768,6.83968353,
0,3858,0-3858,MAP,70.6699982,0-5259,0-5260,0-5260,6.80813026,3.27989459,
0,3859,0-3859,Leaf,,,,,0.174488768,6.83968353,
0,3860,0-3860,Leaf,,,,,-0.175757572,7.25,
0,3861,0-3861,Leaf,,,,,-0.138461545,2.25,
0,3862,0-3862,AST,323.952881,0-5261,0-5262,0-5262,13.884779,12.8994732,
0,3863,0-3863,Leaf,,,,,0.115011625,2.52989459,
0,3864,0-3864,BUN,14.5886526,0-5263,0-5264,0-5264,18.3522491,94.1195755,
0,3865,0-3865,Calcium,7.4000001,0-5265,0-5266,0-5266,0.405426025,27.8288403,
0,3866,0-3866,Leaf,,,,,-0.138461545,2.25,
0,3867,0-3867,ICULOS,12.0,0-5267,0-5268,0-5268,30.6994743,24.0597897,
0,3868,0-3868,SBP,113.0,0-5269,0-5270,0-5270,27.0561886,13.3695784,
0,3869,0-3869,Leaf,,,,,-0.155555561,3.5,
0,3870,0-3870,Leaf,,,,,0.13902244,2.27989459,
0,3871,0-3871,Hgb,10.7172604,0-5271,0-5272,0-5272,8.44790649,57.1576805,
0,3872,0-3872,Leaf,,,,,-0.111111119,1.25,
0,3873,0-3873,Leaf,,,,,-0.138461545,2.25,
0,3874,0-3874,Leaf,,,,,0.17106922,9.36957836,
0,3875,0-3875,SBP,149.0,0-5273,0-5274,0-5274,45.2339325,42.6195793,
0,3876,0-3876,Creatinine,1.33415353,0-5275,0-5276,0-5276,39.2944489,56.2283134,
0,3877,0-3877,ICULOS,5.0,0-5277,0-5278,0-5278,41.4998779,793.585022,
0,3878,0-3878,pH,7.07000017,0-5279,0-5280,0-5280,27.4392586,18.0298939,
0,3879,0-3879,Leaf,,,,,-0.155555561,3.5,
0,3880,0-3880,SBP,107.5,0-5281,0-5282,0-5282,23.2111816,227.891571,
0,3881,0-3881,HR,142.0,0-5283,0-5284,0-5284,10.6255798,118.125153,
0,3882,0-3882,SBP,152.0,0-5285,0-5286,0-5286,30.108551,10.0597897,
0,3883,0-3883,SBP,71.0,0-5287,0-5288,0-5288,6.80813026,3.27989459,
0,3884,0-3884,Leaf,,,,,0.178200707,35.6984177,
0,3885,0-3885,Calcium,7.94127131,0-5289,0-5290,0-5290,18.0713558,11.1195784,
0,3886,0-3886,Leaf,,,,,-0.187692314,15.25,
0,3887,0-3887,SaO2,94.4370804,0-5291,0-5292,0-5292,24.802124,64.5272598,
0,3888,0-3888,Fibrinogen,320.136353,0-5293,0-5294,0-5294,63.8808479,150.165894,
0,3889,0-3889,Leaf,,,,,-0.160000011,4.0,
0,3890,0-3890,HCO3,23.1049099,0-5295,0-5296,0-5296,0.90594101,14.4293671,
0,3891,0-3891,Leaf,,,,,0.13902244,2.27989459,
0,3892,0-3892,SBP,159.0,0-5297,0-5298,0-5298,23.016571,31.5298939,
0,3893,0-3893,HR,113.0,0-5299,0-5300,0-5300,12.4717121,16.1793671,
0,3894,0-3894,Leaf,,,,,0.195593342,112.464836,
0,3895,0-3895,Leaf,,,,,-0.127272725,1.75,
0,3896,0-3896,Leaf,,,,,0.164027423,4.55978918,
0,3897,0-3897,Leaf,,,,,-0.152941182,3.25,
0,3898,0-3898,SBP,125.0,0-5301,0-5302,0-5302,1.05832958,7.83968353,
0,3899,0-3899,Leaf,,,,,0.173355892,21.5190506,
0,3900,0-3900,DBP,54.1146622,0-5303,0-5304,0-5304,6.80813026,3.27989459,
0,3901,0-3901,Bilirubin_direct,0.586666644,0-5305,0-5306,0-5306,85.5649872,132.845261,
0,3902,0-3902,HospAdmTime,-299.25,0-5307,0-5308,0-5308,110.512634,93.9375763,
0,3903,0-3903,Leaf,,,,,0.181925371,37.7283134,
0,3904,0-3904,Leaf,,,,,-0.100000001,1.0,
0,3905,0-3905,Leaf,,,,,0.164027423,4.55978918,
0,3906,0-3906,Leaf,,,,,-0.100000001,1.0,
0,3907,0-3907,Leaf,,,,,-0.183333337,11.0,
0,3908,0-3908,Leaf,,,,,0.13902244,2.27989459,
0,3909,0-3909,SaO2,90.8469086,0-5309,0-5310,0-5310,20.287756,19.4592628,
0,3910,0-3910,Leaf,,,,,-0.142857149,2.5,
0,3911,0-3911,Leaf,,,,,-0.171428576,6.0,
0,3912,0-3912,Leaf,,,,,0.152036548,7.33968353,
0,3913,0-3913,Leaf,,,,,0.189604536,18.2391567,
0,3914,0-3914,Leaf,,,,,0.0759272799,3.02989459,
0,3915,0-3915,Leaf,,,,,0.183870286,11.3994732,
0,3916,0-3916,HospAdmTime,-4.73999977,0-5311,0-5312,0-5312,46.3413315,40.7092628,
0,3917,0-3917,ICULOS,23.0,0-5313,0-5314,0-5314,6.13687134,95.5597916,
0,3918,0-3918,SBP,98.0,0-5315,0-5316,0-5316,28.4105148,9.55978966,
0,3919,0-3919,Chloride,103.151291,0-5317,0-5318,0-5318,9.47583008,10.8695784,
0,3920,0-3920,Leaf,,,,,-0.170370385,5.75,
0,3921,0-3921,Leaf,,,,,-0.100000001,1.0,
0,3922,0-3922,DBP,57.5,0-5319,0-5320,0-5320,5.81773376,54.9076805,
0,3923,0-3923,Leaf,,,,,-0.186666667,14.0,
0,3924,0-3924,AST,125.205879,0-5321,0-5322,0-5322,14.2304277,34.0489464,
0,3925,0-3925,ICULOS,28.0,0-5323,0-5324,0-5324,13.7307358,23.5190506,
0,3926,0-3926,Leaf,,,,,-0.166666672,5.0,
0,3927,0-3927,Leaf,,,,,-0.194904462,38.25,
0,3928,0-3928,Leaf,,,,,0.13902244,2.27989459,
0,3929,0-3929,Bilirubin_direct,1.02250004,0-5325,0-5326,0-5326,31.2649536,398.285767,
0,3930,0-3930,ICULOS,38.0,0-5327,0-5328,0-5328,73.0076218,45.5489464,
0,3931,0-3931,MAP,68.0,0-5329,0-5330,0-5330,64.8868713,113.597893,
0,3932,0-3932,Magnesium,2.01682234,0-5331,0-5332,0-5332,35.5324364,104.426735,
0,3933,0-3933,HospAdmTime,-80.3799973,0-5333,0-5334,0-5334,92.1422806,184.584412,
0,3934,0-3934,HospAdmTime,-97.8700027,0-5335,0-5336,0-5336,67.0273132,322.413269,
0,3935,0-3935,AST,410.23349,0-5337,0-5338,0-5338,27.3179932,84.779892,
0,3936,0-3936,ICULOS,42.0,0-5339,0-5340,0-5340,19.9958363,7.05978918,
0,3937,0-3937,Leaf,,,,,-0.174999997,7.0,
0,3938,0-3938,ICULOS,25.0,0-5341,0-5342,0-5342,3.58952332,56.2174683,
0,3939,0-3939,SBP,97.0,0-5343,0-5344,0-5344,134.03981,448.459564,
0,3940,0-3940,Hgb,10.705533,0-5345,0-5346,0-5346,32.531723,154.244736,
0,3941,0-3941,Leaf,,,,,-0.100000001,1.0,
0,3942,0-3942,O2Sat,97.0500031,0-5347,0-5348,0-5348,0.0126190186,7.58968353,
0,3943,0-3943,HR,105.0,0-5349,0-5350,0-5350,6.80813026,3.27989459,
0,3944,0-3944,Hct,29.8224049,0-5351,0-5352,0-5352,0.702667236,29.3587341,
0,3945,0-3945,Fibrinogen,289.030762,0-5353,0-5354,0-5354,52.7517242,60.4076805,
0,3946,0-3946,Leaf,,,,,0.19159627,22.7989464,
0,3947,0-3947,Leaf,,,,,-0.111111119,1.25,
0,3948,0-3948,ICULOS,31.0,0-5355,0-5356,0-5356,2.56820679,26.8288403,
0,3949,0-3949,Leaf,,,,,-0.184905663,12.25,
0,3950,0-3950,SBP,119.0,0-5357,0-5358,0-5358,25.0737743,30.2092628,
0,3951,0-3951,HR,136.0,0-5359,0-5360,0-5360,18.99543,7.02989483,
0,3952,0-3952,DBP,60.4070969,0-5361,0-5362,0-5362,15.4109077,22.0190506,
