Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
0,332,0-332,DBP,82.0,0-603,0-604,0-604,28.1522827,65.7643661,
0,333,0-333,PTT,40.0103798,0-605,0-606,0-606,65.2140884,116.798851,
0,334,0-334,Lactate,2.20128202,0-607,0-608,0-608,89.3501892,473.948242,
0,335,0-335,pH,7.39119625,0-609,0-610,0-610,51.081604,286.844818,
0,336,0-336,PaCO2,39.495594,0-611,0-612,0-612,55.24617,769.744202,
0,337,0-337,HospAdmTime,-0.00999999978,0-613,0-614,0-614,12.8126106,11.7586203,
0,338,0-338,PaCO2,39.8482132,0-615,0-616,0-616,14.085434,236.793091,
0,339,0-339,ICULOS,49.0,0-617,0-618,0-618,46.8410873,88.0603409,
0,340,0-340,PaCO2,40.626667,0-619,0-620,0-620,43.9122505,26.5316086,
0,341,0-341,pH,7.34609222,0-621,0-622,0-622,17.2559242,8.25287342,
0,342,0-342,HR,72.0,0-623,0-624,0-624,31.0837708,89.6091919,
0,343,0-343,Potassium,4.19999981,0-625,0-626,0-626,56.1950531,172.063217,
0,344,0-344,HospAdmTime,-0.0700000003,0-627,0-628,0-628,100.311829,751.594788,
0,345,0-345,Bilirubin_direct,0.230000004,0-629,0-630,0-630,20.7783928,15.2528734,
0,346,0-346,Fibrinogen,255.738464,0-631,0-632,0-632,48.061615,699.201111,
0,347,0-347,Magnesium,2.07119656,0-633,0-634,0-634,111.307983,557.956909,
0,348,0-348,HospAdmTime,-0.0399999991,0-635,0-636,0-636,166.767578,3315.34766,
0,349,0-349,BUN,28.3313465,0-637,0-638,0-638,155.910233,1658.87634,
0,350,0-350,ICULOS,193.0,0-639,0-640,0-640,141.617813,677.902283,
0,351,0-351,Leaf,,,,,-0.152941182,3.25,
0,352,0-352,DBP,62.015995,0-641,0-642,0-642,24.6254883,276.38504,
0,353,0-353,MAP,105.0,0-643,0-644,0-644,39.814209,548.925232,
0,354,0-354,SBP,123.655212,0-645,0-646,0-646,42.9175758,345.83905,
0,355,0-355,Leaf,,,,,-0.191208795,21.75,
0,356,0-356,Leaf,,,,,0.100095689,2.00287342,
0,357,0-357,Leaf,,,,,0.179517373,8.7643671,
0,358,0-358,SOFA,6.0,0-647,0-648,0-648,15.4706669,12.7586203,
0,359,0-359,HR,101.0,0-649,0-650,0-650,15.9067078,128.68103,
0,360,0-360,Leaf,,,,,0.193824321,47.5775833,
0,361,0-361,Leaf,,,,,-0.100000001,1.0,
0,362,0-362,ICULOS,7.0,0-651,0-652,0-652,4.89966583,17.5258598,
0,363,0-363,Bilirubin_direct,1.08200002,0-653,0-654,0-654,59.2287216,515.014343,
0,364,0-364,SBP,71.0,0-655,0-656,0-656,21.7055626,19.2528725,
0,365,0-365,SaO2,89.3274078,0-657,0-658,0-658,35.7595825,293.356293,
0,366,0-366,Magnesium,1.70000005,0-659,0-660,0-660,37.4998703,15.2557468,
0,367,0-367,Leaf,,,,,0.127348647,1.75287342,
0,368,0-368,Leaf,,,,,-0.167999998,5.25,
0,369,0-369,SaO2,90.8469086,0-661,0-662,0-662,15.6317749,241.574692,
0,370,0-370,Lactate,2.27205563,0-663,0-664,0-664,22.2382698,8.00574684,
0,371,0-371,SaO2,96.5823517,0-665,0-666,0-666,55.3890839,187.594818,
0,372,0-372,BUN,13.0,0-667,0-668,0-668,11.8102913,17.0258598,
0,373,0-373,ICULOS,165.0,0-669,0-670,0-670,97.5088882,92.0574646,
0,374,0-374,Hct,29.2011375,0-671,0-672,0-672,75.1324844,135.905167,
0,375,0-375,HospAdmTime,-144.240005,0-673,0-674,0-674,76.4339142,391.054596,
0,376,0-376,PTT,46.8387108,0-675,0-676,0-676,49.7765503,230.005737,
0,377,0-377,Bilirubin_direct,1.42812502,0-677,0-678,0-678,46.5617599,543.551697,
0,378,0-378,ICULOS,62.0,0-679,0-680,0-680,27.7235413,253.566071,
0,379,0-379,Leaf,,,,,0.175035879,7.01149368,
0,380,0-380,O2Sat,98.0492249,0-681,0-682,0-682,9.01376534,5.00574684,
0,381,0-381,HCO3,23.4479389,0-683,0-684,0-684,0.524879456,8.01149368,
0,382,0-382,Leaf,,,,,-0.111111119,1.25,
0,383,0-383,SaO2,89.4540558,0-685,0-686,0-686,111.851868,573.129272,
0,384,0-384,HospAdmTime,-251.490005,0-687,0-688,0-688,110.942123,343.293091,
0,385,0-385,ICULOS,126.0,0-689,0-690,0-690,52.8032761,56.7701149,
0,386,0-386,ICULOS,21.0,0-691,0-692,0-692,26.0623741,13.2672405,
0,387,0-387,Bilirubin_direct,0.586666644,0-693,0-694,0-694,22.968399,103.135048,
0,388,0-388,ICULOS,118.0,0-695,0-696,0-696,28.7540665,580.330444,
0,389,0-389,Leaf,,,,,-0.157894745,3.75,
0,390,0-390,Chloride,99.5,0-697,0-698,0-698,17.5602112,511.629272,
0,391,0-391,HospAdmTime,-455.570007,0-699,0-700,0-700,46.0775185,52.0660896,
0,392,0-392,SBP,97.0,0-701,0-702,0-702,30.2999935,244.712631,
0,393,0-393,ICULOS,182.0,0-703,0-704,0-704,42.3773003,313.451141,
0,394,0-394,ICULOS,82.0,0-705,0-706,0-706,9.07523346,23.2816086,
0,395,0-395,HR,96.5,0-707,0-708,0-708,7.9916544,4.75287342,
0,396,0-396,Bilirubin_direct,1.65190482,0-709,0-710,0-710,7.50022125,30.7959747,
0,397,0-397,SBP,146.0,0-711,0-712,0-712,28.2292671,56.0488472,
0,398,0-398,HospAdmTime,-1.72000003,0-713,0-714,0-714,41.3666382,394.408051,
0,399,0-399,ICULOS,11.0,0-715,0-716,0-716,327.085175,4660.18945,
0,400,0-400,Lactate,2.34455967,0-717,0-718,0-718,183.742386,3705.48267,
0,401,0-401,SaO2,93.2552948,0-719,0-720,0-720,74.1747742,385.666656,
0,402,0-402,Bilirubin_direct,1.77095234,0-721,0-722,0-722,107.032997,4047.93945,
0,403,0-403,FiO2,0.577149868,0-723,0-724,0-724,73.774353,52.2873535,
0,404,0-404,SBP,90.0,0-725,0-726,0-726,40.5607605,350.410889,
0,405,0-405,O2Sat,94.1309509,0-727,0-728,0-728,27.6425476,54.0804558,
0,406,0-406,HospAdmTime,-10.6599998,0-729,0-730,0-730,42.6383018,144.908035,
0,407,0-407,DBP,72.6230774,0-731,0-732,0-732,25.8296585,62.074707,
0,408,0-408,O2Sat,85.5,0-733,0-734,0-734,57.2151184,234.189651,
0,409,0-409,Leaf,,,,,-0.111111119,1.25,
0,410,0-410,FiO2,0.490838319,0-735,0-736,0-736,4.50241089,104.15229,
0,411,0-411,Leaf,,,,,0.155612245,3.50574684,
0,412,0-412,Leaf,,,,,-0.161904767,4.25,
0,413,0-413,PaCO2,44.8003654,0-737,0-738,0-738,40.3650513,63.5229874,
0,414,0-414,TroponinI,7.31228065,0-739,0-740,0-740,64.0732574,158.413788,
0,415,0-415,FiO2,0.409999996,0-741,0-742,0-742,17.7147675,112.646545,
0,416,0-416,Leaf,,,,,-0.142857149,2.5,
0,417,0-417,Leaf,,,,,-0.192727268,26.5,
0,418,0-418,ICULOS,88.0,0-743,0-744,0-744,54.429554,15.5114937,
0,419,0-419,HospAdmTime,0.0,0-745,0-746,0-746,0.922719955,7.76149368,
0,420,0-420,Fibrinogen,283.340424,0-747,0-748,0-748,22.254818,29.5229874,
0,421,0-421,HR,132.0,0-749,0-750,0-750,28.4431915,32.7643661,
0,422,0-422,MAP,68.5,0-751,0-752,0-752,0.922719955,7.76149368,
0,423,0-423,Leaf,,,,,-0.146666676,2.75,
0,424,0-424,ICULOS,67.0,0-753,0-754,0-754,20.4779053,23.2816086,
0,425,0-425,DBP,68.4082489,0-755,0-756,0-756,18.9180603,59.2586212,
0,426,0-426,SBP,88.5,0-757,0-758,0-758,14.8500633,5.50574684,
0,427,0-427,ICULOS,251.0,0-759,0-760,0-760,23.5215034,103.804596,
0,428,0-428,O2Sat,99.4545441,0-761,0-762,0-762,0.524879456,8.01149368,
0,429,0-429,Leaf,,,,,0.155612245,3.50574684,
0,430,0-430,Leaf,,,,,-0.191011235,21.25,
0,431,0-431,ICULOS,65.0,0-763,0-764,0-764,65.086792,2968.32446,
0,432,0-432,ICULOS,6.0,0-765,0-766,0-766,72.0701599,171.727005,
0,433,0-433,Leaf,,,,,0.100095689,2.00287342,
0,434,0-434,DBP,44.5,0-767,0-768,0-768,12.088913,55.7557449,
0,435,0-435,HospAdmTime,-18.2600002,0-769,0-770,0-770,42.0842285,573.336182,
0,436,0-436,HospAdmTime,-0.560000002,0-771,0-772,0-772,131.51239,459.106293,
0,437,0-437,Leaf,,,,,-0.142857149,2.5,
0,438,0-438,Leaf,,,,,0.0770317987,2.25287342,
0,439,0-439,MAP,58.5,0-773,0-774,0-774,2.11972046,106.416656,
0,440,0-440,Hgb,10.9045238,0-775,0-776,0-776,7.9403019,11.2643671,
0,441,0-441,ICULOS,8.0,0-777,0-778,0-778,27.0741348,26.0086212,
0,442,0-442,Magnesium,2.04459691,0-779,0-780,0-780,82.3561935,163.186768,
0,443,0-443,HCO3,25.1290379,0-781,0-782,0-782,10.1625519,112.160912,
0,444,0-444,Leaf,,,,,-0.120000005,1.5,
0,445,0-445,HR,75.0,0-783,0-784,0-784,25.4886627,148.310349,
0,446,0-446,Bilirubin_direct,0.476923078,0-785,0-786,0-786,27.6213379,22.0229874,
0,447,0-447,ICULOS,18.0,0-787,0-788,0-788,89.3239365,1161.99133,
0,448,0-448,TroponinI,8.76133728,0-789,0-790,0-790,71.2706451,167.094818,
0,449,0-449,PaCO2,41.0357132,0-791,0-792,0-792,27.8318405,78.3362045,
0,450,0-450,ICULOS,30.0,0-793,0-794,0-794,65.7831879,454.284454,
0,451,0-451,BUN,24.156292,0-795,0-796,0-796,78.9766235,57.5488472,
0,452,0-452,HospAdmTime,-251.490005,0-797,0-798,0-798,67.7987671,996.666626,
0,453,0-453,O2Sat,91.5,0-799,0-800,0-800,45.462101,28.7672405,
0,454,0-454,TroponinI,12.604846,0-801,0-802,0-802,39.318161,274.821838,
0,455,0-455,SBP,96.0,0-803,0-804,0-804,55.895134,1132.26428,
0,456,0-456,Alkalinephos,82.2364883,0-805,0-806,0-806,64.2619629,235.643677,
0,457,0-457,SBP,162.5,0-807,0-808,0-808,47.5423279,70.0172424,
0,458,0-458,Hct,29.4188595,0-809,0-810,0-810,58.2290344,1134.24426,
0,459,0-459,DBP,63.3887901,0-811,0-812,0-812,54.2132416,211.977005,
0,460,0-460,Calcium,8.09324551,0-813,0-814,0-814,111.528038,640.979858,
0,461,0-461,Leaf,,,,,-0.138461545,2.25,
0,462,0-462,HospAdmTime,-77.2200012,0-815,0-816,0-816,12.7269287,156.462631,
0,463,0-463,pH,7.3930335,0-817,0-818,0-818,21.6461563,30.2586212,
0,464,0-464,ICULOS,61.0,0-819,0-820,0-820,43.6171188,204.727005,
0,465,0-465,ICULOS,80.0,0-821,0-822,0-822,17.4965515,39.5431023,
0,466,0-466,HospAdmTime,-328.130005,0-823,0-824,0-824,38.2312775,145.807465,
0,467,0-467,BUN,27.7870178,0-825,0-826,0-826,69.3229675,1132.38501,
0,468,0-468,HR,71.0,0-827,0-828,0-828,61.872261,458.583313,
0,469,0-469,HR,70.0,0-829,0-830,0-830,34.2706833,15.0057468,
0,470,0-470,Bilirubin_direct,4.73000002,0-831,0-832,0-832,45.1728516,96.8678131,
0,471,0-471,HospAdmTime,-314.970001,0-833,0-834,0-834,35.1057129,44.2586212,
0,472,0-472,Lactate,2.82526875,0-835,0-836,0-836,79.1464615,398.563202,
0,473,0-473,Phosphate,3.11818171,0-837,0-838,0-838,11.4712734,11.5172405,
0,474,0-474,Creatinine,1.51600969,0-839,0-840,0-840,25.0306625,10.2557468,
0,475,0-475,SBP,121.0,0-841,0-842,0-842,56.2371826,30.2729874,
0,476,0-476,ICULOS,124.0,0-843,0-844,0-844,28.3903503,173.790222,
0,477,0-477,DBP,47.5,0-845,0-846,0-846,20.9250183,9.25862026,
0,478,0-478,Leaf,,,,,-0.193043485,27.75,
0,479,0-479,Calcium,1.14999998,0-847,0-848,0-848,36.4943542,25.5086212,
0,480,0-480,DBP,54.0,0-849,0-850,0-850,51.4021187,211.439651,
0,481,0-481,MAP,56.0,0-851,0-852,0-852,25.2948914,71.798851,
0,482,0-482,Potassium,4.29059362,0-853,0-854,0-854,23.653183,59.8160896,
0,483,0-483,HR,62.0,0-855,0-856,0-856,41.202446,76.8189621,
0,484,0-484,HCO3,23.9322586,0-857,0-858,0-858,14.3160858,187.988495,
0,485,0-485,HospAdmTime,-9.26000023,0-859,0-860,0-860,77.0686798,325.037354,
0,486,0-486,DBP,51.0,0-861,0-862,0-862,59.3139496,289.896545,
0,487,0-487,SBP,104.0,0-863,0-864,0-864,35.3838005,31.7758598,
0,488,0-488,HospAdmTime,-337.660004,0-865,0-866,0-866,32.3867798,239.06897,
0,489,0-489,HospAdmTime,-81.6600037,0-867,0-868,0-868,61.7819328,133.574707,
0,490,0-490,SBP,124.0,0-869,0-870,0-870,25.4398823,61.8160896,
0,491,0-491,ICULOS,114.0,0-871,0-872,0-872,68.1841125,124.606316,
0,492,0-492,SBP,127.0,0-873,0-874,0-874,39.2137146,128.669525,
0,493,0-493,DBP,41.0,0-875,0-876,0-876,29.0335693,19.2586212,
0,494,0-494,MAP,56.0,0-877,0-878,0-878,17.0179596,20.7758598,
0,495,0-495,Calcium,7.70649529,0-879,0-880,0-880,11.8150635,58.8304558,
0,496,0-496,O2Sat,97.5873489,0-881,0-882,0-882,33.2556343,18.5172405,
0,497,0-497,HR,79.0,0-883,0-884,0-884,47.6789589,141.864929,
0,498,0-498,ICULOS,103.0,0-885,0-886,0-886,49.6971588,96.8764343,
0,499,0-499,ICULOS,51.0,0-887,0-888,0-888,57.7233505,69.2729874,
0,500,0-500,ICULOS,18.0,0-889,0-890,0-890,54.8312836,1647.55737,
0,501,0-501,Leaf,,,,,-0.195348844,42.0,
0,502,0-502,HCO3,24.3215599,0-891,0-892,0-892,45.5612526,28.2729874,
0,503,0-503,FiO2,0.53932035,0-893,0-894,0-894,6.98959827,3.00287342,
0,504,0-504,Leaf,,,,,0.188078105,15.7758608,
0,505,0-505,MAP,62.0,0-895,0-896,0-896,87.3249817,411.816071,
0,506,0-506,Calcium,7.80514336,0-897,0-898,0-898,51.2827568,54.5689621,
0,507,0-507,HospAdmTime,-0.779999971,0-899,0-900,0-900,53.1150513,1971.05164,
0,508,0-508,HCO3,24.3153629,0-901,0-902,0-902,72.7854843,505.198242,
0,509,0-509,Leaf,,,,,-0.120000005,1.5,
0,510,0-510,Leaf,,,,,0.127348647,1.75287342,
0,511,0-511,Leaf,,,,,0.0572600439,2.50287342,
0,512,0-512,SaO2,92.0009995,0-903,0-904,0-904,1.41581726,43.0660896,
0,513,0-513,PaCO2,40.626667,0-905,0-906,0-906,8.7203598,43.7557449,
0,514,0-514,Leaf,,,,,0.127348647,1.75287342,
0,515,0-515,Leaf,,,,,-0.174999997,7.0,
0,516,0-516,O2Sat,95.8333359,0-907,0-908,0-908,18.113205,15.5172405,
0,517,0-517,DBP,52.5,0-909,0-910,0-910,27.2947903,8.75862026,
0,518,0-518,SBP,116.5,0-911,0-912,0-912,2.03594971,35.3045959,
0,519,0-519,MAP,66.5,0-913,0-914,0-914,16.7410622,11.5086203,
0,520,0-520,MAP,76.3300018,0-915,0-916,0-916,21.7179718,66.8448257,
0,521,0-521,HR,82.0,0-917,0-918,0-918,5.86037731,2.75287342,
0,522,0-522,SOFA,4.0,0-919,0-920,0-920,5.12521362,132.198273,
0,523,0-523,SBP,82.5,0-921,0-922,0-922,16.6774731,11.0028734,
0,524,0-524,HR,72.0,0-923,0-924,0-924,1.70114899,13.0201139,
0,525,0-525,O2Sat,92.25,0-925,0-926,0-926,8.00437832,3.25287342,
0,526,0-526,DBP,57.0400352,0-927,0-928,0-928,6.34256744,23.534481,
0,527,0-527,Leaf,,,,,0.127348647,1.75287342,
0,528,0-528,Leaf,,,,,-0.13333334,2.0,
0,529,0-529,Hgb,10.5124636,0-929,0-930,0-930,21.6250458,101.885048,
0,530,0-530,Leaf,,,,,-0.138461545,2.25,
0,531,0-531,O2Sat,97.030304,0-931,0-932,0-932,22.6748772,55.5603409,
0,532,0-532,Leaf,,,,,-0.180952385,9.5,
0,533,0-533,Leaf,,,,,0.140816316,5.75862026,
0,534,0-534,ICULOS,275.0,0-933,0-934,0-934,13.2643147,6.75287342,
0,535,0-535,MAP,80.6699982,0-935,0-936,0-936,12.994854,10.2643671,
0,536,0-536,ICULOS,8.0,0-937,0-938,0-938,21.3718891,15.0057468,
0,537,0-537,HR,80.0,0-939,0-940,0-940,51.6639938,54.3074684,
0,538,0-538,ICULOS,23.0,0-941,0-942,0-942,13.3304443,65.0919495,
0,539,0-539,Leaf,,,,,-0.111111119,1.25,
0,540,0-540,Leaf,,,,,0.175035879,7.01149368,
0,541,0-541,Leaf,,,,,0.120091848,4.00574684,
0,542,0-542,Leaf,,,,,-0.192079216,24.25,
0,543,0-543,Leaf,,,,,-0.175757572,7.25,
0,544,0-544,Chloride,106.606972,0-943,0-944,0-944,20.3525486,14.7672405,
0,545,0-545,DBP,81.0,0-945,0-946,0-946,3.76455688,41.7528725,
0,546,0-546,Leaf,,,,,0.127348647,1.75287342,
0,547,0-547,SBP,140.0,0-947,0-948,0-948,35.9637642,28.7672405,
0,548,0-548,ICULOS,65.0,0-949,0-950,0-950,23.583252,90.3505707,
0,549,0-549,FiO2,0.409999996,0-951,0-952,0-952,15.2434616,43.5114937,
0,550,0-550,HR,68.5,0-953,0-954,0-954,9.34300804,10.5143671,
0,551,0-551,HCO3,24.0260639,0-955,0-956,0-956,84.747879,288.183899,
0,552,0-552,DBP,67.7946854,0-957,0-958,0-958,38.5351982,70.0804596,
0,553,0-553,Potassium,4.4000001,0-959,0-960,0-960,69.1388855,778.933899,
0,554,0-554,HospAdmTime,-928.859985,0-961,0-962,0-962,68.5061035,520.675293,
0,555,0-555,FiO2,0.509871125,0-963,0-964,0-964,66.2058487,354.353424,
0,556,0-556,Potassium,4.00417519,0-965,0-966,0-966,112.931656,402.520111,
0,557,0-557,HospAdmTime,-5.73999977,0-967,0-968,0-968,53.1358757,95.0976944,
0,558,0-558,O2Sat,98.8000031,0-969,0-970,0-970,83.7466736,819.959717,
0,559,0-559,HR,60.6666679,0-971,0-972,0-972,33.7673416,14.5057468,
0,560,0-560,ICULOS,52.0,0-973,0-974,0-974,14.4751434,54.8160896,
0,561,0-561,PTT,39.450489,0-975,0-976,0-976,74.3905563,93.3390732,
0,562,0-562,ICULOS,23.0,0-977,0-978,0-978,94.0185699,482.255737,
0,563,0-563,Alkalinephos,98.7644196,0-979,0-980,0-980,84.12146,1168.43103,
0,564,0-564,Bilirubin_direct,0.358999997,0-981,0-982,0-982,49.3600159,349.617798,
0,565,0-565,Alkalinephos,108.061066,0-983,0-984,0-984,124.684189,157.106323,
0,566,0-566,SaO2,96.417778,0-985,0-986,0-986,94.2961426,1303.37927,
0,567,0-567,MAP,116.0,0-987,0-988,0-988,10.497695,4.00287342,
0,568,0-568,Leaf,,,,,0.179517373,8.7643671,
0,569,0-569,Leaf,,,,,-0.193495929,29.75,
0,570,0-570,AST,92.3402786,0-989,0-990,0-990,40.505806,12.0086203,
0,571,0-571,ICULOS,251.0,0-991,0-992,0-992,39.4268417,18.2586212,
0,572,0-572,PaCO2,41.541153,0-993,0-994,0-994,35.1352997,178.477005,
0,573,0-573,Calcium,7.58137369,0-995,0-996,0-996,96.2209473,437.45401,
0,574,0-574,Fibrinogen,329.394745,0-997,0-998,0-998,87.5050354,78.3333282,
0,575,0-575,ICULOS,93.0,0-999,0-1000,0-1000,20.0349579,20.5229874,
0,576,0-576,MAP,80.6699982,0-1001,0-1002,0-1002,38.5222168,259.034485,
0,577,0-577,pH,7.32000017,0-1003,0-1004,0-1004,18.0491753,9.25287342,
0,578,0-578,Chloride,106.280029,0-1005,0-1006,0-1006,15.7686691,97.1206818,
0,579,0-579,FiO2,0.507463932,0-1007,0-1008,0-1008,24.6411686,10.5114937,
0,580,0-580,Leaf,,,,,-0.180487797,9.25,
0,581,0-581,DBP,76.4710617,0-1009,0-1010,0-1010,35.3343124,106.864937,
0,582,0-582,Leaf,,,,,-0.169230774,5.5,
0,583,0-583,PaCO2,40.7496948,0-1011,0-1012,0-1012,51.7667618,242.140793,
0,584,0-584,ICULOS,97.0,0-1013,0-1014,0-1014,54.3316574,50.0574684,
0,585,0-585,HR,83.5,0-1015,0-1016,0-1016,0.457717896,6.00862026,
0,586,0-586,PaCO2,39.21175,0-1017,0-1018,0-1018,34.9175262,101.272987,
0,587,0-587,SBP,155.0,0-1019,0-1020,0-1020,10.2545662,18.0229874,
0,588,0-588,Calcium,9.5,0-1021,0-1022,0-1022,16.2745399,7.25287342,
0,589,0-589,HospAdmTime,-32.7200012,0-1023,0-1024,0-1024,36.4844971,22.5258598,
0,590,0-590,ICULOS,199.0,0-1025,0-1026,0-1026,19.9276009,12.7528734,
0,591,0-591,Bilirubin_direct,3.03057146,0-1027,0-1028,0-1028,39.1764374,513.025818,
0,592,0-592,ICULOS,141.0,0-1029,0-1030,0-1030,49.3797112,42.5258598,
0,593,0-593,ICULOS,128.0,0-1031,0-1032,0-1032,5.86037731,2.75287342,
0,594,0-594,Leaf,,,,,-0.184905663,12.25,
0,595,0-595,Leaf,,,,,0.168044075,5.25862026,
0,596,0-596,SBP,105.5,0-1033,0-1034,0-1034,5.86037731,2.75287342,
0,597,0-597,Leaf,,,,,-0.177142859,7.75,
0,598,0-598,Leaf,,,,,0.0572600439,2.50287342,
0,599,0-599,Chloride,109.5,0-1035,0-1036,0-1036,10.320118,28.0402279,
0,600,0-600,Leaf,,,,,-0.13333334,2.0,
0,601,0-601,AST,208.109955,0-1037,0-1038,0-1038,37.2487259,45.7959747,
0,602,0-602,SBP,117.846153,0-1039,0-1040,0-1040,17.0474529,11.7528734,
0,603,0-603,HCO3,17.0,0-1041,0-1042,0-1042,22.4518738,55.7557449,
0,604,0-604,SBP,152.0,0-1043,0-1044,0-1044,13.1157103,10.0086203,
0,605,0-605,DBP,89.0,0-1045,0-1046,0-1046,14.7783051,50.0028725,
0,606,0-606,DBP,62.203331,0-1047,0-1048,0-1048,38.6346626,66.7959747,
0,607,0-607,SaO2,95.2200851,0-1049,0-1050,0-1050,32.0967712,132.913788,
0,608,0-608,FiO2,0.474678576,0-1051,0-1052,0-1052,73.7653122,341.034454,
0,609,0-609,Calcium,7.79729843,0-1053,0-1054,0-1054,79.1466141,93.5890732,
0,610,0-610,Lactate,1.82345796,0-1055,0-1056,0-1056,84.0783997,193.255737,
0,611,0-611,AST,49.6116524,0-1057,0-1058,0-1058,49.5467911,144.106323,
0,612,0-612,Calcium,7.96118164,0-1059,0-1060,0-1060,61.7464905,625.637878,
0,613,0-613,SBP,118.5,0-1061,0-1062,0-1062,8.78373718,7.50287342,
0,614,0-614,Leaf,,,,,0.104866043,4.25574684,
0,615,0-615,ICULOS,15.0,0-1063,0-1064,0-1064,25.2554474,56.3304558,
0,616,0-616,MAP,78.3300018,0-1065,0-1066,0-1066,16.1641998,180.462631,
0,617,0-617,Fibrinogen,268.526306,0-1067,0-1068,0-1068,33.8928871,67.0574646,
0,618,0-618,DBP,73.2460251,0-1069,0-1070,0-1070,19.5523491,21.0028725,
0,619,0-619,MAP,78.3300018,0-1071,0-1072,0-1072,10.7782345,8.00287342,
0,620,0-620,SBP,129.452942,0-1073,0-1074,0-1074,12.3724403,18.5287342,
0,621,0-621,Leaf,,,,,0.127348647,1.75287342,
0,622,0-622,Leaf,,,,,-0.173333332,6.5,
0,623,0-623,MAP,79.0,0-1075,0-1076,0-1076,25.5078793,10.5057468,
0,624,0-624,Chloride,107.029015,0-1077,0-1078,0-1078,18.0247269,79.1034393,
0,625,0-625,Creatinine,0.5,0-1079,0-1080,0-1080,42.7741852,87.0114899,
0,626,0-626,PaCO2,42.0532532,0-1081,0-1082,0-1082,33.7174568,85.0517197,
0,627,0-627,PTT,42.0055008,0-1083,0-1084,0-1084,65.0233002,75.7758636,
0,628,0-628,Potassium,4.2462635,0-1085,0-1086,0-1086,66.7704239,675.818909,
0,629,0-629,Leaf,,,,,0.127348647,1.75287342,
0,630,0-630,Leaf,,,,,-0.186206907,13.5,
0,631,0-631,HospAdmTime,-0.0199999996,0-1087,0-1088,0-1088,72.0349197,104.077583,
0,632,0-632,HCO3,23.9590912,0-1089,0-1090,0-1090,53.3492889,595.123535,
0,633,0-633,Hgb,11.056694,0-1091,0-1092,0-1092,60.784668,421.112061,
0,634,0-634,MAP,84.0,0-1093,0-1094,0-1094,61.8130608,136.844818,
0,635,0-635,FiO2,0.508544505,0-1095,0-1096,0-1096,108.624329,635.031616,
0,636,0-636,HCO3,21.9500008,0-1097,0-1098,0-1098,112.109985,2680.31592,
0,637,0-637,BUN,20.0140591,0-1099,0-1100,0-1100,94.1081314,1533.32751,
0,638,0-638,PTT,36.2432251,0-1101,0-1102,0-1102,64.8921356,125.548851,
0,639,0-639,HospAdmTime,-0.289999992,0-1103,0-1104,0-1104,161.387665,504.994232,
0,640,0-640,Magnesium,2.01253414,0-1105,0-1106,0-1106,235.61557,172.908035,
0,641,0-641,pH,7.37665653,0-1107,0-1108,0-1108,18.7153931,239.094818,
0,642,0-642,PTT,40.3771629,0-1109,0-1110,0-1110,43.138092,37.2902298,
0,643,0-643,Bilirubin_total,4.13867903,0-1111,0-1112,0-1112,22.3751831,544.175232,
0,644,0-644,Leaf,,,,,-0.165217385,4.75,
0,645,0-645,SaO2,93.8184433,0-1113,0-1114,0-1114,56.5022087,254.227005,
0,646,0-646,Fibrinogen,272.023254,0-1115,0-1116,0-1116,20.5672073,91.6120605,
0,647,0-647,SBP,127.0,0-1117,0-1118,0-1118,8.67942715,8.25862026,
0,648,0-648,Leaf,,,,,-0.163636371,4.5,
0,649,0-649,O2Sat,94.1309509,0-1119,0-1120,0-1120,2.16618347,60.3448219,
0,650,0-650,PTT,40.7505493,0-1121,0-1122,0-1122,24.2150345,68.3362045,
0,651,0-651,HR,95.0,0-1123,0-1124,0-1124,6.98959827,3.00287342,
0,652,0-652,O2Sat,99.0434799,0-1125,0-1126,0-1126,0.189430237,14.5229874,
0,653,0-653,HospAdmTime,-532.309998,0-1127,0-1128,0-1128,61.8528137,143.175278,
0,654,0-654,HR,105.5,0-1129,0-1130,0-1130,82.1585922,371.83905,
0,655,0-655,Leaf,,,,,0.127348647,1.75287342,
0,656,0-656,Leaf,,,,,-0.189189181,17.5,
0,657,0-657,MAP,51.0,0-1131,0-1132,0-1132,32.8946991,11.5057468,
0,658,0-658,Magnesium,2.0018518,0-1133,0-1134,0-1134,27.637146,281.850555,
0,659,0-659,Leaf,,,,,0.155612245,3.50574684,
0,660,0-660,Leaf,,,,,-0.184313729,11.75,
0,661,0-661,O2Sat,95.0769196,0-1135,0-1136,0-1136,18.6149292,17.7672405,
0,662,0-662,TroponinI,19.1287842,0-1137,0-1138,0-1138,10.4262085,223.807449,
0,663,0-663,Leaf,,,,,0.136918426,3.75574684,
0,664,0-664,Leaf,,,,,-0.161904767,4.25,
0,665,0-665,MAP,62.0,0-1139,0-1140,0-1140,45.7050781,171.324707,
0,666,0-666,DBP,64.8256683,0-1141,0-1142,0-1142,31.9636002,16.2701149,
0,667,0-667,Leaf,,,,,-0.100000001,1.0,
0,668,0-668,Leaf,,,,,0.182379752,16.0258598,
0,669,0-669,FiO2,0.600000024,0-1143,0-1144,0-1144,43.5046005,61.7701149,
0,670,0-670,O2Sat,99.0434799,0-1145,0-1146,0-1146,18.9213066,30.2873535,
0,671,0-671,Phosphate,3.60916662,0-1147,0-1148,0-1148,30.2931786,78.5689621,
