feature,mean_abs_shap,mean_shap_negative,mean_shap_positive
Bilirubin_total_last_6h2,0.010155765,0.00064459303,0.0010430983
EtCO2_last_6h7,0.010108465,-0.0062357085,-0.0046973294
Fibrinogen_max_6h6,0.009951228,0.002794147,0.0017417314
pH_last_6h4,0.0099288765,-0.004661266,-0.0016264932
BaseExcess_max_6h5,0.009885321,0.00071506953,0.00093724456
Bilirubin_direct_mean_6h6,0.009794938,0.004774822,0.003149324
Bilirubin_total_max_6h3,0.009793441,-0.0014085304,-0.00212821
Alkalinephos_mean_global,0.009748811,-0.0029620172,7.017144e-05
WBC_mean_6h6,0.009719911,0.00027853955,0.0035420433
BaseExcess_max_6h7,0.009704626,-0.0010478956,0.0035397438
EtCO2_mean_6h6,0.009602119,-0.005025349,0.0013278882
Gender,0.009582112,-0.0014014695,-0.00036093287
pH_mean_6h8,0.009541393,-0.0017101513,-0.0015478221
MAP_last_6h8,0.009456091,-0.0016648133,-6.291084e-05
Alkalinephos_mean_6h5,0.009422235,3.874757e-05,0.002241442
Fibrinogen_last_6h6,0.009416499,-0.00097653246,0.0014374036
TroponinI_last_6h7,0.009296925,-0.0035622676,-0.0018784411
WBC_last_6h3,0.00927118,-0.00046249994,-0.00018712458
EtCO2_last_6h2,0.009263568,-0.0007592603,0.0010053223
Fibrinogen_mean_6h3,0.009215845,-0.00029778684,-0.00087526644
EtCO2_max_6h6,0.009146913,0.005003508,0.002353739
Bilirubin_direct_missing_interval_mean_global_y,0.009095467,-0.0019410311,0.0034515022
Resp_last_6h11,0.008902107,-0.0016619867,0.022329412
HR_max_6h5,0.008881978,-0.0023704874,-0.00076118106
EtCO2_mean_6h8,0.0087546725,-0.0027198198,-0.00021450224
EtCO2_max_6h5,0.0087321615,-0.0039741644,-0.00040873047
Fibrinogen_mean_6h10,0.008630165,-0.00021989128,-0.0046361927
Bilirubin_total_max_6h4,0.008487873,-0.0020493586,-5.371518e-05
Bilirubin_total_mean_6h6,0.008486795,-0.0036313864,-0.0016914138
DBP_last_6h8,0.008426918,-7.8968915e-05,0.0016927982
EtCO2_last_6h5,0.008416507,-0.0029878628,-0.0013315881
Alkalinephos_last_6h9,0.008363045,-0.0043619736,0.001692573
Bilirubin_total_last_6h4,0.008255085,-0.0038548724,-0.00095833006
Fibrinogen_last_6h5,0.008239721,-0.0001262987,0.00083323085
BaseExcess_max_6h8,0.008226438,-0.0019744227,0.001117144
FiO2_mean_6h5,0.008221421,0.0021923676,0.00030251112
HR_max_6h8,0.008203801,-0.0009834291,0.0031230503
AST_max_6h3,0.00819377,-0.00054529,0.00015830326
Fibrinogen_mean_6h8,0.008185561,-0.0008850767,0.00040402927
FiO2_max_6h4,0.008013492,-0.0017139147,-0.00018744855
Bilirubin_direct_max_6h1,0.007974144,-0.00058961206,0.00089968427
Bilirubin_total_max_6h6,0.007927279,-0.0007148514,0.0002614969
SBP_mean_6h10,0.007825836,-0.0014227182,-0.003108623
HR_mean_6h7,0.0077439947,0.0027123776,0.0037032194
Lactate_max_6h4,0.007739987,-0.00027252364,-0.00021248535
Lactate_last_6h6,0.0077062813,-0.0016048556,0.0017059183
TroponinI_last_6h8,0.007642602,-0.00042387543,0.001612689
Lactate_last_6h4,0.0076063327,-0.001983492,0.00055051583
HR_last_6h8,0.007476292,-0.0017951442,-0.0002077999
Fibrinogen_mean_6h6,0.007426098,-0.0004991557,0.00036256074
Bilirubin_direct_max_global,0.0073862914,-0.0009426441,0.00024731408
AST_max_6h4,0.007306779,-0.0022809538,-0.0006104059
DBP_max_6h6,0.007240408,-0.0011550287,0.00084872264
Fibrinogen_max_6h11,0.0072211726,-0.0011640849,0.018714735
WBC_mean_6h7,0.007016469,-0.0023119666,-0.0020676248
O2Sat_max_6h11,0.006909606,-0.0014907223,0.01631221
HR_mean_6h6,0.006883807,0.0007433284,0.0004230379
pH_last_6h6,0.0066862227,-0.00070675457,-0.00025451093
EtCO2_last_6h3,0.0065849405,-0.001239488,0.00039971122
Fibrinogen_max_6h3,0.006419687,-3.7794136e-05,0.00094806694
AST_mean_global,0.0063415254,0.0004645013,0.0022577548
SBP_last_6h9,0.006200493,-0.0005714456,-0.0014073275
pH_last_6h9,0.0060692746,-0.0021584267,-0.004342017
AST_mean_6h9,0.0060516223,-0.00077343074,0.003598235
Bilirubin_direct_max_6h3,0.006039149,6.611227e-05,0.00070909626
BaseExcess_last_6h6,0.00564192,0.000175217,0.0005650348
Lactate_last_6h9,0.0055803144,-0.0016410719,0.00091792445
Bilirubin_direct_mean_6h2,0.0055726315,-0.00051078707,-0.00066356134
Bilirubin_direct_last_6h1,0.0055705435,0.00032960816,0.0013987155
BaseExcess_mean_6h8,0.0055641825,-0.0015097788,-0.0010053355
EtCO2_mean_6h3,0.0055042,-0.0012779966,-0.00026153572
FiO2_mean_6h8,0.0054417294,-0.00021432905,-0.00019542778
Bilirubin_direct_max_6h6,0.0053897277,-0.0018654349,-0.0012257311
Temp_mean_6h8,0.005296708,-0.0023073973,0.00024202628
Temp_max_6h10,0.005238,-0.0013771356,0.007556435
SBP_mean_6h9,0.0052049416,-0.0015078874,0.0017788014
SBP_last_6h8,0.005088375,-0.0006589625,0.0008661195
Resp_mean_6h10,0.0050156424,-0.0042432253,-0.0017932805
Fibrinogen_max_6h8,0.004806648,-0.0008332688,0.0007853699
WBC_last_6h9,0.0047977185,-0.0017321733,0.001609434
FiO2_max_6h3,0.004729095,-0.001212026,2.753096e-05
DBP_last_6h9,0.0046765073,0.0032927755,0.0030631411
Age_mean_6h30,0.0046429634,0.000398907,0.0031659026
Alkalinephos_max_6h7,0.0046407264,-0.003105809,-0.0013497092
FiO2_max_6h5,0.004559562,-0.0011626825,0.00030781594
Alkalinephos_max_6h6,0.0045059863,-0.0014653081,-0.0008754576
EtCO2_mean_6h7,0.0044959798,-0.001733816,-0.0011445655
Lactate_max_6h7,0.004362594,-0.0015487991,-8.67741e-05
Lactate_max_6h2,0.0043181377,-0.0010626771,-0.00055787206
AST_last_6h4,0.0042699357,-0.0009604112,0.00012499232
HR_mean_6h13,0.004268604,0.00045138644,0.004661372
Lactate_mean_6h6,0.004247929,-0.001375682,-0.00087685545
Fibrinogen_max_6h5,0.004128869,-0.0017865718,-0.00036968317
qSOFA_max_global,0.0040470087,-0.0013089431,0.00019396038
FiO2_last_6h9,0.0040351017,-0.00085744,0.0025662018
TroponinI_max_6h1,0.0037675356,-0.000572776,-0.00071304414
Bilirubin_direct_mean_global,0.0037197003,-0.0006951726,-0.00019309914
TroponinI_mean_6h8,0.003653924,-0.00055970397,-0.000776299
TroponinI_max_6h4,0.0036209386,-0.0010221946,5.726872e-05
Bilirubin_total_mean_6h8,0.00361001,-0.0013643124,-0.00020911674
Age_mean_6h11,0.0035993236,0.00055420067,0.00048315254
WBC_mean_6h9,0.0035860094,-0.0013052507,0.0008149283
Lactate_mean_6h8,0.003584014,-0.00097376993,0.0009086301
Alkalinephos_max_6h5,0.0034931896,-0.00071967463,0.00080047175
HR_max_6h9,0.0034748637,-0.0016034193,0.0011677489
HR_last_6h6,0.003466943,-0.0018496704,-0.0027413617
MAP_last_6h10,0.0034478044,-0.0012719114,0.002277229
Bilirubin_direct_mean_6h1,0.0034139957,-0.0006266539,-0.00040671823
Lactate_mean_6h9,0.003394731,-0.0014192828,0.0013810074
Bilirubin_direct_last_6h2,0.0033943797,-0.00016497623,0.00074073253
Bilirubin_direct_last_6h5,0.003345094,0.0006522674,0.0004319495
BaseExcess_last_6h5,0.0032232117,-5.4299988e-05,-0.00013660509
DBP_last_6h11,0.00320849,0.00063989335,0.0023995314
EtCO2_max_6h27,0.003197092,0.00061134744,0.0038509201
AST_max_6h7,0.0031897388,-0.00026184172,-8.820277e-06
AST_last_6h5,0.0031780433,-0.00015228325,5.7792702e-05
BaseExcess_mean_6h10,0.0031774328,-0.0021802527,-0.0014529154
O2Sat_mean_6h9,0.0031411122,-0.0008974893,0.0013209265
HR_mean_6h9,0.0031269218,-0.0014593424,-0.0005940477
DBP_max_6h15,0.003124707,0.00045308156,0.0019694434
Lactate_max_6h6,0.0030127666,-0.00054410606,-0.00011240398
Lactate_last_6h7,0.0030067111,3.741198e-05,0.00030831245
Alkalinephos_last_6h6,0.002983928,-0.0006616932,0.001603605
Fibrinogen_max_6h9,0.0029542365,-0.00033816948,-0.00041342337
FiO2_last_6h16,0.0029077597,0.0005983442,-1.5532296e-05
AST_max_6h8,0.0028836215,-0.00045635412,0.00077097473
HR_max_6h7,0.002869539,-7.381955e-05,0.00034596745
MAP_mean_6h10,0.0028690149,0.00034812858,0.0038169653
DBP_last_6h16,0.0028086659,0.00027923333,0.0014009556
MAP_mean_6h8,0.002762278,-8.78446e-05,0.0029035602
pH_last_6h8,0.002727718,0.00015811612,-0.00018427584
FiO2_mean_6h16,0.0026119102,0.0005577136,0.00038604427
O2Sat_last_6h11,0.0025296882,-0.0027038367,-0.0009845534
Age_mean_6h13,0.0024702812,0.0004296629,0.0009826239
MAP_mean_6h15,0.0024668707,0.00039065504,0.0015062868
DBP_max_6h8,0.0024554597,-0.00022486183,0.0006972236
Bilirubin_direct_max_6h5,0.0023211187,9.722536e-05,0.00044752524
FiO2_last_6h11,0.00229359,0.0008286435,0.0009720835
TroponinI_mean_6h10,0.0022547324,-0.00072059,0.0023435124
FiO2_mean_6h9,0.0021680892,-0.0010921392,-5.0827923e-05
Bilirubin_direct_max_6h2,0.0021642616,0.00012770716,0.0003971991
Fibrinogen_last_6h8,0.002159979,-0.00015643849,8.05419e-05
Temp_mean_6h11,0.002096038,-0.0018766641,-0.0006490363
SBP_last_6h10,0.0020527134,0.00041531672,-0.0007508744
FiO2_last_6h17,0.002046734,0.00022140992,0.0012094094
BaseExcess_max_6h23,0.0020162533,0.00019277072,0.0027606497
Resp_last_6h20,0.0020061664,0.00016762955,0.0008577354
Bilirubin_total_mean_6h9,0.0019560978,0.00066794164,-0.00028705606
Resp_last_6h9,0.0019046168,-0.0013455218,-0.0009543719
DBP_max_6h13,0.0018569425,0.0003424499,0.00085886393
Bilirubin_total_last_6h5,0.0017603416,-0.00019624908,-5.630345e-05
Lactate_mean_6h5,0.0017401099,-0.00025697754,2.1966685e-05
DBP_max_6h9,0.0016330553,-0.0004297479,0.00070087455
Temp_last_6h10,0.0016267905,-0.00068431057,0.0011784543
MAP_last_6h9,0.0016232831,0.00011553679,-0.0002217579
Bilirubin_direct_mean_6h10,0.0015945806,-0.00054416404,0.0019801732
MAP_max_6h9,0.0015816505,-0.0006034057,-0.00039414625
FiO2_max_6h9,0.0015084352,-0.0012128621,8.812695e-05
BaseExcess_max_6h6,0.0014995979,-6.304307e-05,0.00014233541
Bilirubin_direct_max_6h10,0.0014698418,-0.0006037046,0.0009248397
WBC_last_6h8,0.0014343243,5.6268498e-05,0.00014524873
FiO2_last_6h31,0.0013406118,0.00022793999,0.0015114072
TroponinI_max_6h5,0.0013317623,5.8056085e-05,1.9945586e-05
BaseExcess_max_6h20,0.0012386494,0.00014324303,0.0009908221
DBP_last_6h15,0.0012378109,0.00037927163,0.0010967207
Bilirubin_direct_mean_6h19,0.0012139464,0.00032096123,0.0001804967
Age_mean_6h44,0.0012085704,0.00011352641,0.0013973858
pH_mean_6h9,0.0011752998,-0.00031256373,0.0009774583
SBP_mean_6h8,0.0011175098,7.1070855e-05,0.00036144082
DBP_last_6h17,0.0009668336,-0.0005632099,0.00031570502
AST_mean_6h7,0.0009447492,-0.00013630335,5.4752677e-06
SBP_last_6h17,0.0009243757,-0.00031810536,0.00043335097
Temp_mean_6h17,0.00091211713,-0.00023739747,0.0009656862
Bilirubin_direct_mean_6h11,0.00091133785,0.0003107189,0.00055996
HR_max_6h12,0.00090317073,0.00020868101,0.00035477182
EtCO2_mean_6h5,0.00086667325,-0.0002233296,-0.00018894135
MAP_mean_6h19,0.0008055757,0.00012967171,0.0005075676
BaseExcess_last_6h23,0.0007815553,0.00015107711,0.0006274682
Resp_max_6h32,0.00076288555,0.00011771819,0.0008381005
AST_mean_6h23,0.0007110447,6.4680964e-05,0.00051738217
Age_mean_6h46,0.0006885421,0.00013668653,0.000496233
WBC_last_6h10,0.00067623786,0.00024866674,0.00018823186
FiO2_mean_6h14,0.000633087,-0.00018005498,-1.5658097e-05
MAP_last_6h32,0.0006093485,0.00010231798,0.0005295144
O2Sat_max_6h14,0.0005846639,-0.00018651196,0.00028584083
AST_last_6h16,0.00055851805,0.000274997,0.00018672062
MAP_last_6h30,0.0005300402,5.513375e-05,0.0003879785
Resp_mean_6h12,0.00052745827,0.00023411552,0.00022507327
HR_mean_6h10,0.0005240554,-0.00016974093,0.0003538382
Resp_mean_6h48,0.00051908544,2.9460874e-05,0.0004129275
Lactate_last_6h12,0.0005175698,0.000103652594,0.00018607959
Temp_mean_6h12,0.0005108707,-0.00010201222,0.00063894736
HR_mean_6h29,0.0004786373,7.6869546e-05,0.0003242862
TroponinI_max_6h6,0.0004778106,-0.000105070976,-6.2026134e-05
DBP_mean_6h11,0.00047118388,9.896131e-05,0.00013537574
EtCO2_mean_6h15,0.00045388777,7.696696e-05,0.0002284812
SBP_max_6h32,0.00041256822,6.106425e-05,0.00033718452
SBP_last_6h12,0.00032358043,-0.0002056397,-0.0001295424
Lactate_last_6h39,0.0,0.0,0.0
AST_max_6h41,0.0,0.0,0.0
AST_mean_6h41,0.0,0.0,0.0
BaseExcess_last_6h41,0.0,0.0,0.0
Alkalinephos_max_6h41,0.0,0.0,0.0
BaseExcess_max_6h41,0.0,0.0,0.0
Lactate_max_6h39,0.0,0.0,0.0
BaseExcess_mean_6h41,0.0,0.0,0.0
Lactate_mean_6h39,0.0,0.0,0.0
pH_mean_6h39,0.0,0.0,0.0
Bilirubin_total_mean_6h41,0.0,0.0,0.0
Bilirubin_total_max_6h41,0.0,0.0,0.0
Bilirubin_total_last_6h41,0.0,0.0,0.0
Alkalinephos_last_6h41,0.0,0.0,0.0
TroponinI_max_6h40,0.0,0.0,0.0
Alkalinephos_mean_6h41,0.0,0.0,0.0
Age_mean_6h40,0.0,0.0,0.0
HR_last_6h40,0.0,0.0,0.0
HR_max_6h40,0.0,0.0,0.0
Fibrinogen_last_6h41,0.0,0.0,0.0
HR_mean_6h40,0.0,0.0,0.0
WBC_mean_6h41,0.0,0.0,0.0
Age_last_6h40,0.0,0.0,0.0
WBC_max_6h41,0.0,0.0,0.0
Age_max_6h40,0.0,0.0,0.0
Bilirubin_direct_last_6h39,0.0,0.0,0.0
Lactate_mean_6h41,0.0,0.0,0.0
WBC_last_6h41,0.0,0.0,0.0
Bilirubin_direct_max_6h39,0.0,0.0,0.0
Bilirubin_direct_mean_6h39,0.0,0.0,0.0
pH_last_6h39,0.0,0.0,0.0
TroponinI_mean_6h41,0.0,0.0,0.0
TroponinI_max_6h41,0.0,0.0,0.0
TroponinI_last_6h41,0.0,0.0,0.0
pH_max_6h39,0.0,0.0,0.0
AST_last_6h41,0.0,0.0,0.0
AST_last_6h39,0.0,0.0,0.0
Lactate_max_6h41,0.0,0.0,0.0
MAP_max_6h42,0.0,0.0,0.0
SBP_mean_6h42,0.0,0.0,0.0
SBP_max_6h42,0.0,0.0,0.0
SBP_last_6h42,0.0,0.0,0.0
Temp_mean_6h42,0.0,0.0,0.0
Temp_max_6h42,0.0,0.0,0.0
Temp_last_6h42,0.0,0.0,0.0
MAP_mean_6h42,0.0,0.0,0.0
MAP_last_6h42,0.0,0.0,0.0
Lactate_last_6h41,0.0,0.0,0.0
EtCO2_mean_6h42,0.0,0.0,0.0
EtCO2_max_6h42,0.0,0.0,0.0
EtCO2_last_6h42,0.0,0.0,0.0
O2Sat_mean_6h42,0.0,0.0,0.0
O2Sat_max_6h42,0.0,0.0,0.0
O2Sat_last_6h42,0.0,0.0,0.0
DBP_mean_6h42,0.0,0.0,0.0
Resp_last_6h42,0.0,0.0,0.0
BaseExcess_last_6h39,0.0,0.0,0.0
Resp_max_6h42,0.0,0.0,0.0
AST_mean_6h39,0.0,0.0,0.0
pH_mean_6h41,0.0,0.0,0.0
pH_max_6h41,0.0,0.0,0.0
Fibrinogen_mean_6h41,0.0,0.0,0.0
pH_last_6h41,0.0,0.0,0.0
Bilirubin_direct_mean_6h41,0.0,0.0,0.0
AST_max_6h39,0.0,0.0,0.0
Bilirubin_direct_max_6h41,0.0,0.0,0.0
Bilirubin_direct_last_6h41,0.0,0.0,0.0
Age_mean_6h42,0.0,0.0,0.0
Age_max_6h42,0.0,0.0,0.0
Age_last_6h42,0.0,0.0,0.0
HR_mean_6h42,0.0,0.0,0.0
HR_max_6h42,0.0,0.0,0.0
HR_last_6h42,0.0,0.0,0.0
Resp_mean_6h42,0.0,0.0,0.0
Fibrinogen_max_6h41,0.0,0.0,0.0
FiO2_mean_6h41,0.0,0.0,0.0
FiO2_last_6h41,0.0,0.0,0.0
DBP_last_6h40,0.0,0.0,0.0
FiO2_mean_6h40,0.0,0.0,0.0
AST_last_6h40,0.0,0.0,0.0
Lactate_mean_6h40,0.0,0.0,0.0
Lactate_max_6h40,0.0,0.0,0.0
Lactate_last_6h40,0.0,0.0,0.0
pH_mean_6h40,0.0,0.0,0.0
pH_max_6h40,0.0,0.0,0.0
pH_last_6h40,0.0,0.0,0.0
DBP_max_6h40,0.0,0.0,0.0
FiO2_max_6h41,0.0,0.0,0.0
Bilirubin_direct_mean_6h40,0.0,0.0,0.0
DBP_mean_6h40,0.0,0.0,0.0
Bilirubin_direct_max_6h40,0.0,0.0,0.0
O2Sat_last_6h40,0.0,0.0,0.0
O2Sat_max_6h40,0.0,0.0,0.0
O2Sat_mean_6h40,0.0,0.0,0.0
EtCO2_last_6h40,0.0,0.0,0.0
Bilirubin_direct_last_6h40,0.0,0.0,0.0
AST_max_6h40,0.0,0.0,0.0
FiO2_max_6h40,0.0,0.0,0.0
FiO2_last_6h40,0.0,0.0,0.0
AST_mean_6h40,0.0,0.0,0.0
TroponinI_last_6h40,0.0,0.0,0.0
WBC_last_6h40,0.0,0.0,0.0
WBC_max_6h40,0.0,0.0,0.0
Alkalinephos_mean_6h40,0.0,0.0,0.0
Alkalinephos_max_6h40,0.0,0.0,0.0
DBP_last_6h42,0.0,0.0,0.0
Alkalinephos_last_6h40,0.0,0.0,0.0
WBC_mean_6h40,0.0,0.0,0.0
Fibrinogen_last_6h40,0.0,0.0,0.0
Bilirubin_total_mean_6h40,0.0,0.0,0.0
Bilirubin_total_max_6h40,0.0,0.0,0.0
Bilirubin_total_last_6h40,0.0,0.0,0.0
BaseExcess_mean_6h40,0.0,0.0,0.0
Fibrinogen_max_6h40,0.0,0.0,0.0
BaseExcess_max_6h40,0.0,0.0,0.0
BaseExcess_last_6h40,0.0,0.0,0.0
Fibrinogen_mean_6h40,0.0,0.0,0.0
EtCO2_max_6h40,0.0,0.0,0.0
EtCO2_mean_6h40,0.0,0.0,0.0
Age_mean_6h41,0.0,0.0,0.0
MAP_mean_6h41,0.0,0.0,0.0
MAP_last_6h41,0.0,0.0,0.0
SBP_last_6h40,0.0,0.0,0.0
EtCO2_mean_6h41,0.0,0.0,0.0
SBP_max_6h40,0.0,0.0,0.0
SBP_mean_6h40,0.0,0.0,0.0
EtCO2_max_6h41,0.0,0.0,0.0
EtCO2_last_6h41,0.0,0.0,0.0
O2Sat_mean_6h41,0.0,0.0,0.0
O2Sat_max_6h41,0.0,0.0,0.0
O2Sat_last_6h41,0.0,0.0,0.0
DBP_mean_6h41,0.0,0.0,0.0
DBP_max_6h41,0.0,0.0,0.0
DBP_last_6h41,0.0,0.0,0.0
Resp_last_6h40,0.0,0.0,0.0
Resp_max_6h40,0.0,0.0,0.0
TroponinI_mean_6h40,0.0,0.0,0.0
Resp_mean_6h40,0.0,0.0,0.0
MAP_max_6h41,0.0,0.0,0.0
Temp_last_6h41,0.0,0.0,0.0
MAP_last_6h40,0.0,0.0,0.0
Temp_max_6h41,0.0,0.0,0.0
Age_max_6h41,0.0,0.0,0.0
Age_last_6h41,0.0,0.0,0.0
HR_mean_6h41,0.0,0.0,0.0
HR_max_6h41,0.0,0.0,0.0
MAP_max_6h40,0.0,0.0,0.0
HR_last_6h41,0.0,0.0,0.0
Resp_mean_6h41,0.0,0.0,0.0
Resp_max_6h41,0.0,0.0,0.0
MAP_mean_6h40,0.0,0.0,0.0
Resp_last_6h41,0.0,0.0,0.0
Temp_last_6h40,0.0,0.0,0.0
SBP_mean_6h41,0.0,0.0,0.0
SBP_max_6h41,0.0,0.0,0.0
Temp_max_6h40,0.0,0.0,0.0
Temp_mean_6h40,0.0,0.0,0.0
SBP_last_6h41,0.0,0.0,0.0
Temp_mean_6h41,0.0,0.0,0.0
DBP_max_6h42,0.0,0.0,0.0
DBP_max_6h43,0.0,0.0,0.0
FiO2_mean_6h42,0.0,0.0,0.0
O2Sat_last_6h44,0.0,0.0,0.0
DBP_max_6h44,0.0,0.0,0.0
DBP_last_6h44,0.0,0.0,0.0
FiO2_mean_6h44,0.0,0.0,0.0
FiO2_max_6h44,0.0,0.0,0.0
FiO2_last_6h44,0.0,0.0,0.0
Fibrinogen_mean_6h44,0.0,0.0,0.0
Fibrinogen_max_6h44,0.0,0.0,0.0
Fibrinogen_last_6h44,0.0,0.0,0.0
WBC_mean_6h44,0.0,0.0,0.0
WBC_max_6h44,0.0,0.0,0.0
WBC_last_6h44,0.0,0.0,0.0
TroponinI_mean_6h44,0.0,0.0,0.0
TroponinI_max_6h44,0.0,0.0,0.0
TroponinI_last_6h44,0.0,0.0,0.0
Alkalinephos_mean_6h44,0.0,0.0,0.0
Alkalinephos_max_6h44,0.0,0.0,0.0
Alkalinephos_last_6h44,0.0,0.0,0.0
Bilirubin_total_mean_6h44,0.0,0.0,0.0
Bilirubin_total_max_6h44,0.0,0.0,0.0
DBP_mean_6h44,0.0,0.0,0.0
O2Sat_max_6h44,0.0,0.0,0.0
BaseExcess_mean_6h44,0.0,0.0,0.0
O2Sat_mean_6h44,0.0,0.0,0.0
Age_last_6h44,0.0,0.0,0.0
HR_mean_6h44,0.0,0.0,0.0
HR_max_6h44,0.0,0.0,0.0
HR_last_6h44,0.0,0.0,0.0
Resp_mean_6h44,0.0,0.0,0.0
Resp_max_6h44,0.0,0.0,0.0
Resp_last_6h44,0.0,0.0,0.0
SBP_mean_6h44,0.0,0.0,0.0
SBP_max_6h44,0.0,0.0,0.0
SBP_last_6h44,0.0,0.0,0.0
Temp_mean_6h44,0.0,0.0,0.0
Temp_max_6h44,0.0,0.0,0.0
Temp_last_6h44,0.0,0.0,0.0
MAP_mean_6h44,0.0,0.0,0.0
MAP_max_6h44,0.0,0.0,0.0
MAP_last_6h44,0.0,0.0,0.0
EtCO2_mean_6h44,0.0,0.0,0.0
EtCO2_max_6h44,0.0,0.0,0.0
EtCO2_last_6h44,0.0,0.0,0.0
Bilirubin_total_last_6h44,0.0,0.0,0.0
BaseExcess_max_6h44,0.0,0.0,0.0
Bilirubin_direct_last_6h43,0.0,0.0,0.0
SBP_mean_6h45,0.0,0.0,0.0
SBP_last_6h45,0.0,0.0,0.0
Temp_mean_6h45,0.0,0.0,0.0
Temp_max_6h45,0.0,0.0,0.0
Temp_last_6h45,0.0,0.0,0.0
MAP_mean_6h45,0.0,0.0,0.0
MAP_max_6h45,0.0,0.0,0.0
MAP_last_6h45,0.0,0.0,0.0
EtCO2_mean_6h45,0.0,0.0,0.0
EtCO2_max_6h45,0.0,0.0,0.0
EtCO2_last_6h45,0.0,0.0,0.0
O2Sat_mean_6h45,0.0,0.0,0.0
O2Sat_max_6h45,0.0,0.0,0.0
O2Sat_last_6h45,0.0,0.0,0.0
DBP_mean_6h45,0.0,0.0,0.0
DBP_max_6h45,0.0,0.0,0.0
DBP_last_6h45,0.0,0.0,0.0
FiO2_mean_6h45,0.0,0.0,0.0
FiO2_max_6h45,0.0,0.0,0.0
FiO2_last_6h45,0.0,0.0,0.0
SBP_max_6h45,0.0,0.0,0.0
Resp_last_6h45,0.0,0.0,0.0
BaseExcess_last_6h44,0.0,0.0,0.0
Resp_max_6h45,0.0,0.0,0.0
AST_mean_6h44,0.0,0.0,0.0
AST_max_6h44,0.0,0.0,0.0
AST_last_6h44,0.0,0.0,0.0
Lactate_mean_6h44,0.0,0.0,0.0
Lactate_max_6h44,0.0,0.0,0.0
Lactate_last_6h44,0.0,0.0,0.0
pH_mean_6h44,0.0,0.0,0.0
pH_max_6h44,0.0,0.0,0.0
pH_last_6h44,0.0,0.0,0.0
Bilirubin_direct_mean_6h44,0.0,0.0,0.0
Bilirubin_direct_max_6h44,0.0,0.0,0.0
Bilirubin_direct_last_6h44,0.0,0.0,0.0
Age_mean_6h45,0.0,0.0,0.0
Age_max_6h45,0.0,0.0,0.0
Age_last_6h45,0.0,0.0,0.0
HR_mean_6h45,0.0,0.0,0.0
HR_max_6h45,0.0,0.0,0.0
HR_last_6h45,0.0,0.0,0.0
Resp_mean_6h45,0.0,0.0,0.0
Age_max_6h44,0.0,0.0,0.0
Bilirubin_direct_max_6h43,0.0,0.0,0.0
FiO2_max_6h42,0.0,0.0,0.0
AST_last_6h42,0.0,0.0,0.0
Lactate_max_6h42,0.0,0.0,0.0
Lactate_last_6h42,0.0,0.0,0.0
pH_mean_6h42,0.0,0.0,0.0
pH_max_6h42,0.0,0.0,0.0
pH_last_6h42,0.0,0.0,0.0
Bilirubin_direct_mean_6h42,0.0,0.0,0.0
Bilirubin_direct_max_6h42,0.0,0.0,0.0
Bilirubin_direct_last_6h42,0.0,0.0,0.0
Age_mean_6h43,0.0,0.0,0.0
Age_max_6h43,0.0,0.0,0.0
Age_last_6h43,0.0,0.0,0.0
HR_mean_6h43,0.0,0.0,0.0
HR_max_6h43,0.0,0.0,0.0
HR_last_6h43,0.0,0.0,0.0
Resp_mean_6h43,0.0,0.0,0.0
Resp_max_6h43,0.0,0.0,0.0
Resp_last_6h43,0.0,0.0,0.0
SBP_mean_6h43,0.0,0.0,0.0
SBP_max_6h43,0.0,0.0,0.0
Lactate_mean_6h42,0.0,0.0,0.0
AST_max_6h42,0.0,0.0,0.0
Temp_mean_6h43,0.0,0.0,0.0
AST_mean_6h42,0.0,0.0,0.0
FiO2_last_6h42,0.0,0.0,0.0
Fibrinogen_mean_6h42,0.0,0.0,0.0
Fibrinogen_max_6h42,0.0,0.0,0.0
Fibrinogen_last_6h42,0.0,0.0,0.0
WBC_mean_6h42,0.0,0.0,0.0
WBC_max_6h42,0.0,0.0,0.0
WBC_last_6h42,0.0,0.0,0.0
TroponinI_mean_6h42,0.0,0.0,0.0
TroponinI_max_6h42,0.0,0.0,0.0
TroponinI_last_6h42,0.0,0.0,0.0
Alkalinephos_mean_6h42,0.0,0.0,0.0
Alkalinephos_max_6h42,0.0,0.0,0.0
Alkalinephos_last_6h42,0.0,0.0,0.0
Bilirubin_total_mean_6h42,0.0,0.0,0.0
Bilirubin_total_max_6h42,0.0,0.0,0.0
Bilirubin_total_last_6h42,0.0,0.0,0.0
BaseExcess_mean_6h42,0.0,0.0,0.0
BaseExcess_max_6h42,0.0,0.0,0.0
BaseExcess_last_6h42,0.0,0.0,0.0
SBP_last_6h43,0.0,0.0,0.0
Temp_max_6h43,0.0,0.0,0.0
Bilirubin_direct_mean_6h43,0.0,0.0,0.0
TroponinI_mean_6h43,0.0,0.0,0.0
TroponinI_last_6h43,0.0,0.0,0.0
Alkalinephos_mean_6h43,0.0,0.0,0.0
Alkalinephos_max_6h43,0.0,0.0,0.0
Alkalinephos_last_6h43,0.0,0.0,0.0
Bilirubin_total_mean_6h43,0.0,0.0,0.0
Bilirubin_total_max_6h43,0.0,0.0,0.0
Bilirubin_total_last_6h43,0.0,0.0,0.0
BaseExcess_mean_6h43,0.0,0.0,0.0
BaseExcess_max_6h43,0.0,0.0,0.0
