Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
0,332,0-332,HR,117.5,0-591,0-592,0-592,24.8428345,89.2930069,
0,333,0-333,Leaf,,,,,-0.157894745,3.75,
0,334,0-334,Leaf,,,,,0.0862259194,1.63680446,
0,335,0-335,PaCO2,38.5596657,0-593,0-594,0-594,38.3484802,142.439514,
0,336,0-336,Potassium,4.1411581,0-595,0-596,0-596,36.1623573,161.863831,
0,337,0-337,BUN,24.5336723,0-597,0-598,0-598,79.0205078,604.718628,
0,338,0-338,FiO2,0.99000001,0-599,0-600,0-600,53.9477081,1795.10083,
0,339,0-339,HospAdmTime,-0.0199999996,0-601,0-602,0-602,24.4896889,19.5708275,
0,340,0-340,O2Sat,98.875,0-603,0-604,0-604,16.8978119,92.0006332,
0,341,0-341,O2Sat,97.0500031,0-605,0-606,0-606,10.7893066,15.7312403,
0,342,0-342,Alkalinephos,105.392693,0-607,0-608,0-608,29.5843124,51.2548485,
0,343,0-343,Bilirubin_total,0.949166656,0-609,0-610,0-610,13.5933685,128.576309,
0,344,0-344,ICULOS,135.0,0-611,0-612,0-612,13.9854565,9.91041374,
0,345,0-345,pH,7.48999977,0-613,0-614,0-614,13.9885263,7.88680458,
0,346,0-346,Leaf,,,,,0.147000343,2.77360892,
0,347,0-347,Leaf,,,,,0.116205953,1.38680446,
0,348,0-348,Leaf,,,,,-0.111111119,1.25,
0,349,0-349,HospAdmTime,-175.630005,0-615,0-616,0-616,106.339127,141.104141,
0,350,0-350,Fibrinogen,228.016663,0-617,0-618,0-618,84.1911697,1226.10925,
0,351,0-351,ICULOS,37.0,0-619,0-620,0-620,25.6523609,48.1465034,
0,352,0-352,DBP,43.0,0-621,0-622,0-622,68.0699768,241.42981,
0,353,0-353,ICULOS,17.0,0-623,0-624,0-624,13.9566002,13.3868046,
0,354,0-354,DBP,50.4131203,0-625,0-626,0-626,22.2302437,50.9201126,
0,355,0-355,HospAdmTime,-0.00999999978,0-627,0-628,0-628,47.8379822,235.288162,
0,356,0-356,SBP,127.0,0-629,0-630,0-630,25.9195251,35.0284576,
0,357,0-357,Hct,30.1540127,0-631,0-632,0-632,62.0582886,183.972183,
0,358,0-358,Bilirubin_total,1.05312502,0-633,0-634,0-634,39.9815063,49.1937218,
0,359,0-359,Calcium,8.89999962,0-635,0-636,0-636,32.0737915,1094.05359,
0,360,0-360,HR,85.15625,0-637,0-638,0-638,49.2873764,361.379028,
0,361,0-361,BUN,27.4598846,0-639,0-640,0-640,102.682907,1055.16003,
0,362,0-362,HCO3,24.1351566,0-641,0-642,0-642,69.2111282,1591.10693,
0,363,0-363,pH,7.37487364,0-643,0-644,0-644,47.6180878,233.542999,
0,364,0-364,HR,86.5,0-645,0-646,0-646,48.2205429,132.703415,
0,365,0-365,Leaf,,,,,0.116205953,1.38680446,
0,366,0-366,HR,60.5,0-647,0-648,0-648,7.14842224,59.5236092,
0,367,0-367,ICULOS,25.0,0-649,0-650,0-650,10.3197441,12.7736092,
0,368,0-368,HospAdmTime,-164.309998,0-651,0-652,0-652,7.29157639,17.4812393,
0,369,0-369,DBP,52.1451263,0-653,0-654,0-654,11.2171259,7.13680458,
0,370,0-370,TroponinI,1.75690138,0-655,0-656,0-656,9.72525406,54.1041336,
0,371,0-371,SOFA,4.0,0-657,0-658,0-658,21.2796555,22.0236092,
0,372,0-372,SBP,126.0,0-659,0-660,0-660,18.8837147,8.54721832,
0,373,0-373,O2Sat,95.1363602,0-661,0-662,0-662,46.7702789,55.9576302,
0,374,0-374,HR,83.5,0-663,0-664,0-664,6.77241707,14.3444357,
0,375,0-375,Potassium,4.05016708,0-665,0-666,0-666,45.8344765,52.4388733,
0,376,0-376,HR,74.6666641,0-667,0-668,0-668,28.2547569,50.1701126,
0,377,0-377,SaO2,89.2067795,0-669,0-670,0-670,32.3883553,62.2833061,
0,378,0-378,FiO2,0.493841797,0-671,0-672,0-672,23.529007,188.454056,
0,379,0-379,ICULOS,69.0,0-673,0-674,0-674,11.9002609,74.7221756,
0,380,0-380,ICULOS,97.0,0-675,0-676,0-676,68.9526749,226.944351,
0,381,0-381,Calcium,6.94506407,0-677,0-678,0-678,18.580719,40.1368027,
0,382,0-382,ICULOS,107.0,0-679,0-680,0-680,31.6699715,12.7972183,
0,383,0-383,HCO3,23.9970589,0-681,0-682,0-682,69.6110687,789.76709,
0,384,0-384,pH,7.40332174,0-683,0-684,0-684,35.0637856,332.152618,
0,385,0-385,MAP,85.0,0-685,0-686,0-686,33.747982,116.387444,
0,386,0-386,Magnesium,2.08462143,0-687,0-688,0-688,67.2294312,573.124817,
0,387,0-387,HospAdmTime,-0.0700000003,0-689,0-690,0-690,197.874847,2281.93262,
0,388,0-388,Calcium,8.02622032,0-691,0-692,0-692,181.671875,5490.19043,
0,389,0-389,SBP,152.0,0-693,0-694,0-694,80.9770279,139.81662,
0,390,0-390,FiO2,0.566630363,0-695,0-696,0-696,33.4579468,166.401352,
0,391,0-391,Leaf,,,,,-0.167999998,5.25,
0,392,0-392,Calcium,8.47476578,0-697,0-698,0-698,12.4407425,43.9437218,
0,393,0-393,ICULOS,201.0,0-699,0-700,0-700,18.7115936,96.1846619,
0,394,0-394,FiO2,0.52815491,0-701,0-702,0-702,10.7008247,4.63680458,
0,395,0-395,ICULOS,229.0,0-703,0-704,0-704,32.4392471,44.1465034,
0,396,0-396,DBP,64.3620987,0-705,0-706,0-706,37.9910316,90.443718,
0,397,0-397,AST,348.330261,0-707,0-708,0-708,87.7517319,153.052704,
0,398,0-398,Chloride,106.642632,0-709,0-710,0-710,22.3962402,33.8728943,
0,399,0-399,Bilirubin_direct,0.586666644,0-711,0-712,0-712,37.9391441,22.6604137,
0,400,0-400,Alkalinephos,100.786667,0-713,0-714,0-714,23.1350861,13.7076311,
0,401,0-401,SBP,137.0,0-715,0-716,0-716,0.800064087,4.91041327,
0,402,0-402,BUN,15.9139261,0-717,0-718,0-718,14.1466999,8.13680458,
0,403,0-403,ICULOS,48.0,0-719,0-720,0-720,18.183918,9.93402195,
0,404,0-404,HCO3,22.3314133,0-721,0-722,0-722,4.42660522,51.9013519,
0,405,0-405,ICULOS,43.0,0-723,0-724,0-724,19.6225739,332.638702,
0,406,0-406,AST,223.588242,0-725,0-726,0-726,28.2667332,29.7312393,
0,407,0-407,HR,113.333336,0-727,0-728,0-728,63.7915497,776.167786,
0,408,0-408,Fibrinogen,291.566925,0-729,0-730,0-730,72.0240326,1995.24011,
0,409,0-409,Creatinine,1.39111996,0-731,0-732,0-732,112.908096,274.939514,
0,410,0-410,pH,7.40294361,0-733,0-734,0-734,56.0072327,758.569824,
0,411,0-411,Fibrinogen,346.553955,0-735,0-736,0-736,114.772461,3874.64111,
0,412,0-412,AST,410.23349,0-737,0-738,0-738,60.9287109,100.17981,
0,413,0-413,HR,106.46154,0-739,0-740,0-740,1.079422,34.6465034,
0,414,0-414,Leaf,,,,,-0.127272725,1.75,
0,415,0-415,Potassium,4.04324436,0-741,0-742,0-742,102.298096,56.9152641,
0,416,0-416,MAP,78.0,0-743,0-744,0-744,46.2876358,79.3353729,
0,417,0-417,Bilirubin_total,0.872916639,0-745,0-746,0-746,33.2709351,90.1846619,
0,418,0-418,Bilirubin_direct,2.09818172,0-747,0-748,0-748,23.4864731,112.321465,
0,419,0-419,Leaf,,,,,-0.191666663,23.0,
0,420,0-420,HR,117.5,0-749,0-750,0-750,17.8071175,9.27360916,
0,421,0-421,FiO2,0.419999987,0-751,0-752,0-752,7.14489555,14.8444357,
0,422,0-422,Leaf,,,,,-0.182608709,10.5,
0,423,0-423,Leaf,,,,,0.0614384823,1.88680446,
0,424,0-424,Leaf,,,,,0.181321725,9.70763111,
0,425,0-425,HCO3,24.427475,0-753,0-754,0-754,13.7059784,68.2736053,
0,426,0-426,HR,107.0,0-755,0-756,0-756,59.1158218,80.5805283,
0,427,0-427,ICULOS,229.0,0-757,0-758,0-758,27.9990463,19.5236092,
0,428,0-428,Calcium,7.92914963,0-759,0-760,0-760,30.6103821,56.8541336,
0,429,0-429,O2Sat,97.5,0-761,0-762,0-762,84.2868652,4253.1167,
0,430,0-430,ICULOS,69.0,0-763,0-764,0-764,167.055725,148.288162,
0,431,0-431,Hgb,10.8005953,0-765,0-766,0-766,161.880447,826.026794,
0,432,0-432,PTT,37.1964531,0-767,0-768,0-768,81.9123764,200.29364,
0,433,0-433,HospAdmTime,-119.040001,0-769,0-770,0-770,112.573471,331.963104,
0,434,0-434,HospAdmTime,-0.949999988,0-771,0-772,0-772,136.323334,231.194351,
0,435,0-435,DBP,70.6715088,0-773,0-774,0-774,10.8706741,30.9860897,
0,436,0-436,HR,102.192307,0-775,0-776,0-776,27.8886318,11.2736092,
0,437,0-437,Leaf,,,,,-0.177777782,8.0,
0,438,0-438,HospAdmTime,-45.4900017,0-777,0-778,0-778,26.5213947,64.4673309,
0,439,0-439,ICULOS,19.0,0-779,0-780,0-780,11.1776733,59.5381546,
0,440,0-440,Leaf,,,,,-0.13333334,2.0,
0,441,0-441,ICULOS,42.0,0-781,0-782,0-782,17.3612518,94.8402252,
0,442,0-442,SaO2,92.3259888,0-783,0-784,0-784,55.8455887,77.5333099,
0,443,0-443,Phosphate,3.79354239,0-785,0-786,0-786,22.3471184,45.7360878,
0,444,0-444,Hgb,10.2704287,0-787,0-788,0-788,21.1625519,116.689507,
0,445,0-445,Hct,29.3427086,0-789,0-790,0-790,29.353487,12.4104137,
0,446,0-446,Chloride,105.440491,0-791,0-792,0-792,15.5269661,19.5048485,
0,447,0-447,DBP,76.5440674,0-793,0-794,0-794,9.59313965,187.506119,
0,448,0-448,Fibrinogen,262.376801,0-795,0-796,0-796,25.932476,50.6701126,
0,449,0-449,ICULOS,42.0,0-797,0-798,0-798,7.64996338,9.04721832,
0,450,0-450,Leaf,,,,,0.169452682,5.54721785,
0,451,0-451,HospAdmTime,-5.88000011,0-799,0-800,0-800,33.2917213,57.325676,
0,452,0-452,PTT,32.4112434,0-801,0-802,0-802,27.7585411,104.590225,
0,453,0-453,Lactate,2.54638481,0-803,0-804,0-804,33.0921631,31.5048485,
0,454,0-454,HospAdmTime,-151.649994,0-805,0-806,0-806,8.7255249,27.7736092,
0,455,0-455,HospAdmTime,-85.8899994,0-807,0-808,0-808,36.3367043,58.6465034,
0,456,0-456,Lactate,2.36522889,0-809,0-810,0-810,37.4003029,67.0284576,
0,457,0-457,Calcium,7.6956687,0-811,0-812,0-812,54.4562378,53.6888733,
0,458,0-458,Lactate,1.5,0-813,0-814,0-814,29.7097473,174.415268,
0,459,0-459,Leaf,,,,,-0.184905663,12.25,
0,460,0-460,Bilirubin_total,1.69714284,0-815,0-816,0-816,34.7224236,83.9485703,
0,461,0-461,FiO2,0.504172206,0-817,0-818,0-818,41.234211,112.104134,
0,462,0-462,MAP,87.3300018,0-819,0-820,0-820,9.93157196,31.7736092,
0,463,0-463,PTT,38.5896339,0-821,0-822,0-822,33.0407867,131.21312,
0,464,0-464,Calcium,8.31870174,0-823,0-824,0-824,15.5422888,19.6840229,
0,465,0-465,Phosphate,3.44310355,0-825,0-826,0-826,47.4334335,472.714386,
0,466,0-466,Leaf,,,,,-0.183333337,11.0,
0,467,0-467,Magnesium,2.11783218,0-827,0-828,0-828,3.7321167,70.0236053,
0,468,0-468,Potassium,4.13586378,0-829,0-830,0-830,17.4768257,14.0472183,
0,469,0-469,SBP,104.5,0-831,0-832,0-832,14.9437065,16.9104137,
0,470,0-470,Calcium,7.16811514,0-833,0-834,0-834,17.1228561,20.6180439,
0,471,0-471,Chloride,106.909721,0-835,0-836,0-836,35.3926544,138.953415,
0,472,0-472,ICULOS,11.0,0-837,0-838,0-838,27.3230286,132.165894,
0,473,0-473,HospAdmTime,-0.0599999987,0-839,0-840,0-840,53.1887398,118.566612,
0,474,0-474,Potassium,5.0999999,0-841,0-842,0-842,36.9698944,122.806915,
0,475,0-475,Leaf,,,,,-0.192079216,24.25,
0,476,0-476,Lactate,2.16975403,0-843,0-844,0-844,10.5240917,4.27360916,
0,477,0-477,Creatinine,0.805855274,0-845,0-846,0-846,7.26503038,9.43402195,
0,478,0-478,Leaf,,,,,-0.146666676,2.75,
0,479,0-479,MAP,107.0,0-847,0-848,0-848,14.7117538,88.8402252,
0,480,0-480,HospAdmTime,-12.1700001,0-849,0-850,0-850,29.7836304,682.362183,
0,481,0-481,HR,89.375,0-851,0-852,0-852,12.2701759,14.1368046,
0,482,0-482,DBP,55.5455284,0-853,0-854,0-854,11.1173401,9.68402195,
0,483,0-483,Leaf,,,,,-0.163636371,4.5,
0,484,0-484,DBP,49.0,0-855,0-856,0-856,23.2820969,66.7881546,
0,485,0-485,Leaf,,,,,-0.111111119,1.25,
0,486,0-486,Leaf,,,,,0.161243424,4.16041327,
0,487,0-487,SBP,83.0,0-857,0-858,0-858,11.8255386,27.2736092,
0,488,0-488,MAP,69.0,0-859,0-860,0-860,16.1271915,8.54721832,
0,489,0-489,HospAdmTime,-24.3700008,0-861,0-862,0-862,23.00383,49.0708275,
0,490,0-490,DBP,74.4368134,0-863,0-864,0-864,2.25694275,69.6368027,
0,491,0-491,HospAdmTime,-251.490005,0-865,0-866,0-866,57.7549324,26.0708275,
0,492,0-492,MAP,73.5,0-867,0-868,0-868,15.7783432,54.5333061,
0,493,0-493,O2Sat,96.0659332,0-869,0-870,0-870,0.800064087,4.91041327,
0,494,0-494,Leaf,,,,,-0.150000006,3.0,
0,495,0-495,Leaf,,,,,0.0406021141,2.13680458,
0,496,0-496,ICULOS,5.0,0-871,0-872,0-872,0.756790161,70.0430069,
0,497,0-497,ICULOS,6.0,0-873,0-874,0-874,0.67816925,22.9388714,
0,498,0-498,HospAdmTime,-532.309998,0-875,0-876,0-876,31.970871,25.2312393,
0,499,0-499,HospAdmTime,-219.580002,0-877,0-878,0-878,51.2843742,24.7548485,
0,500,0-500,Calcium,6.91512489,0-879,0-880,0-880,61.0767822,171.354141,
0,501,0-501,pH,7.32999992,0-881,0-882,0-882,3.63923264,14.2312403,
0,502,0-502,O2Sat,86.0,0-883,0-884,0-884,8.81109238,3.63680458,
0,503,0-503,Bilirubin_total,2.90756297,0-885,0-886,0-886,55.0084953,111.538155,
0,504,0-504,MAP,119.0,0-887,0-888,0-888,18.4800034,37.1368027,
0,505,0-505,Potassium,4.25518179,0-889,0-890,0-890,49.9897537,48.9673309,
0,506,0-506,Phosphate,3.72842383,0-891,0-892,0-892,59.5224419,815.772583,
0,507,0-507,Leaf,,,,,-0.185964927,13.25,
0,508,0-508,O2Sat,96.0659332,0-893,0-894,0-894,12.1989117,6.91041327,
0,509,0-509,Calcium,6.87212276,0-895,0-896,0-896,80.7328568,166.231873,
0,510,0-510,Bilirubin_total,4.13867903,0-897,0-898,0-898,31.3800049,302.63385,
0,511,0-511,Leaf,,,,,-0.1875,15.0,
0,512,0-512,O2Sat,98.0222244,0-899,0-900,0-900,4.72503138,2.88680458,
0,513,0-513,Leaf,,,,,0.116205953,1.38680446,
0,514,0-514,Leaf,,,,,0.0406021141,2.13680458,
0,515,0-515,MAP,74.0,0-901,0-902,0-902,31.2668934,24.6840229,
0,516,0-516,HR,67.5,0-903,0-904,0-904,29.3251381,68.0145493,
0,517,0-517,HospAdmTime,-8.61999989,0-905,0-906,0-906,14.1556549,118.939507,
0,518,0-518,ICULOS,5.0,0-907,0-908,0-908,46.4405174,145.415894,
0,519,0-519,Leaf,,,,,-0.100000001,1.0,
0,520,0-520,HCO3,25.0,0-909,0-910,0-910,3.52213287,35.6465034,
0,521,0-521,Leaf,,,,,-0.165217385,4.75,
0,522,0-522,ICULOS,7.0,0-911,0-912,0-912,21.3792496,12.3208265,
0,523,0-523,Chloride,106.03653,0-913,0-914,0-914,73.5177307,126.509697,
0,524,0-524,SaO2,95.1932526,0-915,0-916,0-916,32.7632637,41.325676,
0,525,0-525,HospAdmTime,-0.00999999978,0-917,0-918,0-918,43.0463295,111.538155,
0,526,0-526,HospAdmTime,-0.0199999996,0-919,0-920,0-920,42.8159637,117.184662,
0,527,0-527,HospAdmTime,-0.0299999993,0-921,0-922,0-922,12.1966248,79.7270279,
0,528,0-528,Hct,30.639185,0-923,0-924,0-924,19.2428589,425.531006,
0,529,0-529,HospAdmTime,-37.3600006,0-925,0-926,0-926,93.0982285,139.661057,
0,530,0-530,SBP,155.0,0-927,0-928,0-928,26.0333862,357.488007,
0,531,0-531,AST,281.64563,0-929,0-930,0-930,13.8403778,30.7124805,
0,532,0-532,HospAdmTime,0.0,0-931,0-932,0-932,31.0402775,227.265182,
0,533,0-533,SBP,132.0,0-933,0-934,0-934,25.7880363,64.2360916,
0,534,0-534,Leaf,,,,,-0.188888893,17.0,
0,535,0-535,ICULOS,6.0,0-935,0-936,0-936,24.6907921,10.7972183,
0,536,0-536,FiO2,0.419999987,0-937,0-938,0-938,9.73530579,100.48188,
0,537,0-537,Leaf,,,,,0.144551381,4.41041327,
0,538,0-538,SBP,87.0,0-939,0-940,0-940,13.9885263,7.88680458,
0,539,0-539,Leaf,,,,,-0.175757572,7.25,
0,540,0-540,SBP,90.0,0-941,0-942,0-942,0.119214058,3.52360892,
0,541,0-541,HR,93.5,0-943,0-944,0-944,13.7619934,130.491577,
0,542,0-542,Hgb,10.334796,0-945,0-946,0-946,18.0289307,705.056519,
0,543,0-543,Leaf,,,,,-0.100000001,1.0,
0,544,0-544,Potassium,4.30918884,0-947,0-948,0-948,7.0740509,73.3402252,
0,545,0-545,Leaf,,,,,-0.127272725,1.75,
0,546,0-546,AST,417.824646,0-949,0-950,0-950,13.4162216,31.0992851,
0,547,0-547,SBP,124.0,0-951,0-952,0-952,0.863383293,6.54721785,
0,548,0-548,SBP,85.5,0-953,0-954,0-954,33.0047722,22.5472183,
0,549,0-549,O2Sat,98.1999969,0-955,0-956,0-956,6.72063828,14.7312403,
0,550,0-550,Leaf,,,,,-0.138461545,2.25,
0,551,0-551,Leaf,,,,,-0.127272725,1.75,
0,552,0-552,HospAdmTime,-25.8199997,0-957,0-958,0-958,7.74359512,66.0145493,
0,553,0-553,HR,94.5,0-959,0-960,0-960,5.47137451,22.8868046,
0,554,0-554,HR,113.0,0-961,0-962,0-962,12.5974932,9.18402195,
0,555,0-555,Leaf,,,,,-0.127272725,1.75,
0,556,0-556,DBP,76.0,0-963,0-964,0-964,13.2867432,74.1325912,
0,557,0-557,Leaf,,,,,-0.100000001,1.0,
0,558,0-558,Lactate,3.49167562,0-965,0-966,0-966,5.852314,18.6416531,
0,559,0-559,HR,106.46154,0-967,0-968,0-968,13.9569702,16.8444366,
0,560,0-560,Leaf,,,,,-0.1875,15.0,
0,561,0-561,HR,106.0,0-969,0-970,0-970,45.3629646,106.019394,
0,562,0-562,HR,112.25,0-971,0-972,0-972,9.97948456,72.3353729,
0,563,0-563,FiO2,0.568482041,0-973,0-974,0-974,13.0651989,18.7972183,
0,564,0-564,HospAdmTime,-14.2600002,0-975,0-976,0-976,18.5801487,15.9812403,
0,565,0-565,pH,7.4258976,0-977,0-978,0-978,21.9352417,484.342773,
0,566,0-566,Leaf,,,,,-0.160000011,4.0,
0,567,0-567,HR,131.0,0-979,0-980,0-980,22.0715408,100.387444,
0,568,0-568,Leaf,,,,,-0.155555561,3.5,
0,569,0-569,BUN,33.6268921,0-981,0-982,0-982,11.5409012,56.9812393,
0,570,0-570,Leaf,,,,,0.144551381,4.41041327,
0,571,0-571,SBP,147.5,0-983,0-984,0-984,13.0140305,39.6228943,
0,572,0-572,DBP,52.0,0-985,0-986,0-986,5.20188999,6.88680458,
0,573,0-573,Leaf,,,,,-0.152941182,3.25,
0,574,0-574,MAP,110.5,0-987,0-988,0-988,12.7651138,93.0006332,
0,575,0-575,Lactate,2.80655241,0-989,0-990,0-990,27.5348873,14.0236092,
0,576,0-576,DBP,68.0,0-991,0-992,0-992,9.16588974,10.0708265,
0,577,0-577,Alkalinephos,74.9311905,0-993,0-994,0-994,30.5274773,39.9576302,
0,578,0-578,PTT,35.3007507,0-995,0-996,0-996,59.8827896,688.786499,
0,579,0-579,HospAdmTime,-5.88000011,0-997,0-998,0-998,53.1353683,144.595078,
0,580,0-580,HospAdmTime,-871.77002,0-999,0-1000,0-1000,42.7978401,800.67749,
0,581,0-581,Alkalinephos,91.4308548,0-1001,0-1002,0-1002,35.4159393,653.72052,
0,582,0-582,Leaf,,,,,-0.174193546,6.75,
0,583,0-583,HospAdmTime,-68.4899979,0-1003,0-1004,0-1004,57.36026,42.2124786,
0,584,0-584,Alkalinephos,90.3504257,0-1005,0-1006,0-1006,19.1071472,146.401993,
0,585,0-585,Creatinine,0.800000012,0-1007,0-1008,0-1008,11.9350281,38.2833061,
0,586,0-586,Leaf,,,,,-0.120000005,1.5,
0,587,0-587,Lactate,2.44004822,0-1009,0-1010,0-1010,35.0626869,458.553986,
0,588,0-588,HR,107.5,0-1011,0-1012,0-1012,9.80895233,16.3868046,
0,589,0-589,SBP,167.0,0-1013,0-1014,0-1014,10.8876343,182.392929,
0,590,0-590,HCO3,23.7944679,0-1015,0-1016,0-1016,22.9688683,16.3444366,
0,591,0-591,HR,102.192307,0-1017,0-1018,0-1018,26.8768902,60.4437218,
0,592,0-592,Chloride,104.930367,0-1019,0-1020,0-1020,18.045639,28.8492851,
0,593,0-593,O2Sat,91.0,0-1021,0-1022,0-1022,0.507377625,29.7360897,
0,594,0-594,ICULOS,30.0,0-1023,0-1024,0-1024,52.8655891,112.703415,
0,595,0-595,O2Sat,96.0659332,0-1025,0-1026,0-1026,24.0636959,35.075676,
0,596,0-596,BUN,24.0961971,0-1027,0-1028,0-1028,40.4569702,126.788155,
0,597,0-597,Fibrinogen,263.319275,0-1029,0-1030,0-1030,32.1007996,205.193726,
0,598,0-598,HCO3,23.0248909,0-1031,0-1032,0-1032,36.632431,399.524872,
0,599,0-599,HR,56.0,0-1033,0-1034,0-1034,59.6864319,1770.43555,
0,600,0-600,PTT,41.8614349,0-1035,0-1036,0-1036,15.4657669,24.6652622,
0,601,0-601,pH,7.37372732,0-1037,0-1038,0-1038,14.3291235,13.0708265,
0,602,0-602,Leaf,,,,,-0.173333332,6.5,
0,603,0-603,BUN,21.1589737,0-1039,0-1040,0-1040,43.1612396,39.3492851,
0,604,0-604,SOFA,4.0,0-1041,0-1042,0-1042,10.8611755,52.6513519,
0,605,0-605,DBP,63.5,0-1043,0-1044,0-1044,10.0265446,14.4812403,
0,606,0-606,Leaf,,,,,-0.111111119,1.25,
0,607,0-607,DBP,53.0430717,0-1045,0-1046,0-1046,14.2578878,7.04721785,
0,608,0-608,MAP,63.0,0-1047,0-1048,0-1048,28.3882484,44.2076302,
0,609,0-609,FiO2,0.549368203,0-1049,0-1050,0-1050,24.1870613,11.2972183,
0,610,0-610,Lactate,4.5,0-1051,0-1052,0-1052,17.0389862,117.279091,
0,611,0-611,HR,87.25,0-1053,0-1054,0-1054,13.257885,6.88680458,
0,612,0-612,Leaf,,,,,0.125440076,3.02360892,
0,613,0-613,Leaf,,,,,-0.173333332,6.5,
0,614,0-614,Leaf,,,,,0.116205953,1.38680446,
0,615,0-615,ICULOS,24.0,0-1055,0-1056,0-1056,17.0769501,17.2548485,
0,616,0-616,HCO3,24.3153629,0-1057,0-1058,0-1058,49.5521545,123.849281,
0,617,0-617,ICULOS,82.0,0-1059,0-1060,0-1060,122.354942,135.627747,
0,618,0-618,HospAdmTime,-11.5200005,0-1061,0-1062,0-1062,67.2871628,1090.48145,
0,619,0-619,AST,51.15625,0-1063,0-1064,0-1064,26.4856091,16.9340229,
0,620,0-620,BUN,30.1463127,0-1065,0-1066,0-1066,19.8050003,31.2124805,
0,621,0-621,BUN,29.2193508,0-1067,0-1068,0-1068,32.8693428,35.0520668,
0,622,0-622,HospAdmTime,-0.0299999993,0-1069,0-1070,0-1070,25.0359192,206.377747,
0,623,0-623,Leaf,,,,,0.0862259194,1.63680446,
0,624,0-624,Leaf,,,,,-0.184313729,11.75,
0,625,0-625,pH,7.38298273,0-1071,0-1072,0-1072,10.3589592,22.1652622,
0,626,0-626,ICULOS,240.0,0-1073,0-1074,0-1074,25.7276802,28.7548485,
0,627,0-627,FiO2,0.499452472,0-1075,0-1076,0-1076,35.95961,178.288162,
0,628,0-628,Leaf,,,,,-0.196551725,57.0,
0,629,0-629,HospAdmTime,-0.0399999991,0-1077,0-1078,0-1078,29.3919888,23.3208275,
0,630,0-630,SBP,139.0,0-1079,0-1080,0-1080,9.20562935,11.7076311,
0,631,0-631,ICULOS,88.0,0-1081,0-1082,0-1082,65.2405396,120.575676,
0,632,0-632,SBP,104.5,0-1083,0-1084,0-1084,36.2020264,63.3965034,
0,633,0-633,ICULOS,255.0,0-1085,0-1086,0-1086,14.4537783,9.52360916,
0,634,0-634,SBP,85.5,0-1087,0-1088,0-1088,23.2406769,39.6701126,
0,635,0-635,Lactate,2.04123068,0-1089,0-1090,0-1090,29.2055664,1085.91675,
0,636,0-636,HCO3,17.0,0-1091,0-1092,0-1092,14.1466999,8.13680458,
0,637,0-637,Hgb,9.91562939,0-1093,0-1094,0-1094,35.302166,273.359619,
0,638,0-638,DBP,51.9698944,0-1095,0-1096,0-1096,28.2960358,88.0193939,
0,639,0-639,ICULOS,191.0,0-1097,0-1098,0-1098,124.022285,718.871216,
0,640,0-640,HR,79.0,0-1099,0-1100,0-1100,82.0341187,336.288788,
0,641,0-641,HospAdmTime,-202.520004,0-1101,0-1102,0-1102,39.6590576,888.466309,
0,642,0-642,PTT,38.8753967,0-1103,0-1104,0-1104,57.1674957,702.640625,
0,643,0-643,ICULOS,255.0,0-1105,0-1106,0-1106,42.8093834,113.627747,
0,644,0-644,HR,75.3333359,0-1107,0-1108,0-1108,58.6254883,119.91526,
0,645,0-645,ICULOS,191.0,0-1109,0-1110,0-1110,29.1695976,117.066612,
0,646,0-646,pH,7.1500001,0-1111,0-1112,0-1112,16.7032852,15.6368046,
0,647,0-647,SBP,129.5,0-1113,0-1114,0-1114,6.07213116,3.38680458,
0,648,0-648,SaO2,91.3381577,0-1115,0-1116,0-1116,5.18437195,56.1368027,
0,649,0-649,Leaf,,,,,-0.175757572,7.25,
0,650,0-650,O2Sat,97.0500031,0-1117,0-1118,0-1118,8.95398903,5.52360916,
0,651,0-651,pH,7.39017868,0-1119,0-1120,0-1120,8.81109238,3.63680458,
0,652,0-652,SBP,134.5,0-1121,0-1122,0-1122,5.17903137,13.8444357,
0,653,0-653,Leaf,,,,,0.0862259194,1.63680446,
0,654,0-654,Leaf,,,,,-0.169230774,5.5,
0,655,0-655,Leaf,,,,,-0.111111119,1.25,
0,656,0-656,Bilirubin_direct,0.386249989,0-1123,0-1124,0-1124,9.9954834,52.8541336,
0,657,0-657,HospAdmTime,-0.0199999996,0-1125,0-1126,0-1126,7.87867308,4.27360916,
0,658,0-658,Leaf,,,,,-0.189333335,17.75,
0,659,0-659,SBP,114.0,0-1127,0-1128,0-1128,0.0471944809,6.04721785,
0,660,0-660,Leaf,,,,,-0.142857149,2.5,
0,661,0-661,MAP,82.3300018,0-1129,0-1130,0-1130,16.6017208,14.8208265,
0,662,0-662,SBP,106.5,0-1131,0-1132,0-1132,12.9069672,41.1368027,
0,663,0-663,O2Sat,99.0833359,0-1133,0-1134,0-1134,0.159748077,9.07082653,
0,664,0-664,SBP,161.0,0-1135,0-1136,0-1136,12.5142708,5.27360916,
0,665,0-665,HR,59.5,0-1137,0-1138,0-1138,27.0279007,39.4388733,
0,666,0-666,Leaf,,,,,-0.18571429,13.0,
0,667,0-667,Potassium,3.98471189,0-1139,0-1140,0-1140,11.4767189,14.2972183,
0,668,0-668,Bilirubin_total,1.0696429,0-1141,0-1142,0-1142,12.3932571,35.8728943,
0,669,0-669,Leaf,,,,,-0.174999997,7.0,
